company_name,domain,description,booth,email,city,full_address,mobile_primary
Femtorp Vin,femtorp.se,"Femtorp erbjuder ett utvalt sortiment spanska kvalitetsviner via Systembolaget  Corpinnat, Priorat och Ribera del Duero från producenter som NADAL och Clos Galena. För restaurang och privatpersoner.",C04:42,info@femtorp.se,Stockholm,"Stockholm, Stockholm County, Sweden",040-949000
Fine Deli,manvsdrinks.com,,C12:50,,Stockholm,"Stockholm, Stockholm County, Sweden",
Fintling Beverages,fintlingbev.com,,Övrig dryck,info@fintlingbev.com,Stockholm,"Stockholm, Stockholm County, Sweden",+46%2073%20626%2082%2023
Fred’s Food Truck,fredsfoodtruck.se,"Food truck catering i Stockholm för företag och privat. American street food från grunden – lunch, event och fest. Snabb återkoppling inom 24h. Skicka förfrågan.",C17:50,fredsfoodtruck@gmail.com,Stockholm,"Stockholm, Stockholm County, Sweden",070-3009263
Friendship Rum,friendshiprum.se,,C04:50,info@hzbrands.se,Stockholm,"Stockholm, Stockholm County, Sweden",+4670288 05 35
Fustin Olivolja,fustinolivolja.se,,C09:31,info@fustin.se,Stockholm,"Stockholm, Stockholm County, Sweden",46 76 7113085
Föreningen Munskänkarna,munskankarna.se,,C03:51,kansli@munskankarna.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Galleri Anders,gallerianders.se,,C03:38,agngabrielsson@gmail.com,Stockholm,"Stockholm, Stockholm County, Sweden",46 70 566 71 71
Gamla Enskede Bryggeri,gamlaenskedebryggeri.se,,C09:48,info@gamlaenskedebryggeri.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Gardo & Morris,gardomorris.com,"Wine crafted in New Zealand, with a hint of Swedish elegance.",C13:39,info@gardomorriswines.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Gardshol Wines,gardsholwines.com,Gardshol Wines fokus är att hitta viner från små och medelstora vinproducenter i Sydafrika och Europa som har fokus på att göra hantverksmässiga viner på ett hållbart sätt.,C06:48,magnus@gardsholwines.com,Stockholm,"Stockholm, Stockholm County, Sweden",
Glupsk,glupsk.se,Glupsk - Street food på skaldjur från Bohuslän,C04:51,hello@glupsk.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Gotland Taste,gotland.com,När sommaren klingar av och det vackra höstljuset lägger sig över ön dukar vi upp till det bästa som den gotländska hösten har att erbjuda.,Mat & Deli,info@gotland.se,Stockholm,"Stockholm, Stockholm County, Sweden",0498-20 17 00
Grapeskin Wines – Georgien,grapeskinwines.se,Kontakta Grapeskin Wines på info@grapeskinwines.se eller på telefon 0702202115.,C08:40,info@grapeskinwines.se,Stockholm,"Stockholm, Stockholm County, Sweden",0702202115
Green Praline,greenpraline.se,"Välkommen till vårt veganska och glutenfria café och butik i Gamla Stan, Järntorgsgatan 5. Här tillverkar vi våra hantverks praliner, chokladprodukter, våra utsökta bakverk och våra egna teer. Vi gör vegansk MJUKGLASS och vanlig pinnglass och strutar.Vi har café med sittplatser både inomhus och utomhus. Njut av vårt veganska och glutenfria sortiment med gott samvete.…",C02:28,kontakt@greenpraline.se,Stockholm,"Stockholm, Stockholm County, Sweden",0793404772
Gullfeldt & Co,guco.se,UpptÃ¤ck handplockade italienska hantverksviner hos Gullfeldt & Co. Vi importerar unika viner frÃ¥n Franciacorta och andra regioner till Systembolagets bestÃ¤llningssortiment. Se vÃ¥rt sortiment och bestÃ¤ll online hÃ¤r!,C05:48,info@guco.se,Stockholm,"Stockholm, Stockholm County, Sweden",+46%20761%20400%20063
Gånsviks Choklad,gansvikschoklad.se,This is the homepage of the website,C04:50,info@gansvikschoklad.se,Stockholm,"Stockholm, Stockholm County, Sweden",0611-354360
Hantverksbryggeriet,hantverksbryggeriet.se,,C15:48,info@hantverksbryggeriet.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Happy foodtruck,fjardhundraland.se,,C15:79,,Stockholm,"Stockholm, Stockholm County, Sweden",
High Coast Wine,highcoastwine.se,High Coast Wine,C09:30,info@highcoastwine.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Hyttvillan Interiör,hyttvillan.se,Vi tillverkar snickerier och möbler du inte hittar i butikerna. Naturmaterial. Vi försöker se det du behöver för att få fram rätt resultat med tätt material.,C03:42,,Stockholm,"Stockholm, Stockholm County, Sweden",559197-3069
Icha Bucha,icha.se,"Order raw, organic kombucha online. Fresh-pressed Swedish ingredients and live cultures. Free delivery in Stockholm on orders over 499 SEK.",C03:40,info@icha.se,Stockholm,"Stockholm, Stockholm County, Sweden",
IQOS,iqos.se,"Upptäck de nya IQOS-enheterna från vårt sortiment av rökfria produkter, för vuxna användare som vill ha ett modernt alternativ. Läs mer och handla online idag.",C07:20,contact.se@iqos.com,Stockholm,"Stockholm, Stockholm County, Sweden",020251010
Irvin’s BBQ,irvinsbbq.se,,C15:71,,Stockholm,"Stockholm, Stockholm County, Sweden",
Italgotti,italgotti.se,Italgotti är din lokala matleverantör av italienska delikatesser,C10:21,info@italgotti.se,Stockholm,"Stockholm, Stockholm County, Sweden",46 (0)702 342 733
Just Booch,justbooch.com,"Discover Just Booch organic hard kombucha. Low-sugar, gluten-free, and naturally fermented. Refreshing and a better option than beer. The new alternative to low-alcoholic beverages",C06:41,,Stockholm,"Stockholm, Stockholm County, Sweden",
Kalm Taste of Öland,kalmtaste.se,"Kalm Taste i Kastlösa på Öland skapar mathantverk med smak – örter, oljor, vinäger, socker, honung & sirap, odlade utan bekämpningsmedel eller tillsatser.",C07:58,,Stockholm,"Stockholm, Stockholm County, Sweden",
Karoon Ris,karoon.se,"Karoon erbjuder högkvalitativt långkornigt basmatiris för alla dina matlagningsbehov. Naturligt gott, glutenfritt och med lågt GI.",C06:34,info@karoon.se,Stockholm,"Stockholm, Stockholm County, Sweden",0317800200
KASHUBI,kashubi.com,"Organic herbs and flowers for smoking. Kashubi offers handcrafted blends of organic herbs and flowers to smoke, completely free from tobacco and nicotine.",C05:20,hello@kashubi.com,Stockholm,"Stockholm, Stockholm County, Sweden",
Korveriet,forslovsocken.se,,C11:20,,Stockholm,"Stockholm, Stockholm County, Sweden",
Kosterhed Konditori,kosterhedskonditori.bagerikonditori.se,,C09:20,,Stockholm,"Stockholm, Stockholm County, Sweden",
LA Organic,laorganic.se,,C08:49,%20jonas@cloudmarketing.se,Stockholm,"Stockholm, Stockholm County, Sweden",
LANDALUZ,landaluz.es,"LANDALUZ, Asociación Empresarial Alimentos de Andalucía, es la entidad referente del sector agroalimentario de Andalucía.",C05:61,info@landaluz.es,Stockholm,"Stockholm, Stockholm County, Sweden",0034954234849
Lapland Berries,laplandberries.se,,C02:38,info@laplandberries.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Laxtösen,kulturfestivalen.stockholm.se,,C16:31,,Stockholm,"Stockholm, Stockholm County, Sweden",
Leila’s General Store,leilasgeneralstore.com,"Leila Lindholms (känd som Leila Bakar) fantastiska baktillbehör till bakningen och smarta köksredskap, vackra kalasdekorationer och partytillbehör.",C06:31,kundtjanst@leilasgeneralstore.com,Stockholm,"Stockholm, Stockholm County, Sweden",
Liege Wine Sweden,,,C02:40,,Stockholm,"Stockholm, Stockholm County, Sweden",
Lufttorkade delikatesser,hemgardenchark.se,,C02:30,,Stockholm,"Stockholm, Stockholm County, Sweden",
Löddrig Häst,loddrighast.com,,Mat & Deli,linus.lonnroth@loddrighast.com,Stockholm,"Stockholm, Stockholm County, Sweden",
L’épicerie fine,lepiceriefine.se,"Lepiceriefine.se Vare sig du vill bjuda på något gott inför en hemmakväll, ge bort en gåva, eller njuta för dig själv har vi de godaste och mest berömda delikatesserna från Frankrike och Europa. Ostar så som Gruyere, Parmesan mm. lufttorkade korvar, oliver och mycket annat. Välkommen till Lepiceriefine!",C03:31,Campagnedefrance@gmail.com,Stockholm,"Stockholm, Stockholm County, Sweden",070-5755133
Mackverket,mackverket.se,"Matiga surdegsmackor i Stockholm. Besök våra restauranger, food trucks eller boka catering för lunch, middag, event och företag.",C16:50,jobb@mackverket.se,Stockholm,"Stockholm, Stockholm County, Sweden",+076-025%2040%2044
Maggmma Beans,joinmaggmma.se,"Another boring coffee roastery. Roasted in beautifully uneventful Västerås. We treat each coffee origin different, and our roasting philosophy it's diffferent for each lot, but there's one thing in common, we will always deliver bangers.",C13:58,wholebeans@joinmaggmma.se,Stockholm,"Stockholm, Stockholm County, Sweden",
MAISON LOMBARD,en.planetofhotels.com,,C07:46,,Stockholm,"Stockholm, Stockholm County, Sweden",
Mat & Dryck från Jämtland,hushallningssallskapet.se,Vi ger Bidragsrådgivning för jordbrukare i Jämtland – Hushållningssällskapet Jämtland. Få hjälp att hitta och söka de stöd som passar just ditt lantbruk.,C07:49,hush.z@hushallningssallskapet.se,Stockholm,"Stockholm, Stockholm County, Sweden",063-15 52 00
MatLust Utvecklingsnod,matlust.eu,,Övrig dryck,matlust@sodertalje.se,Stockholm,"Stockholm, Stockholm County, Sweden",08-523 048 05
Millbrooks World Wine & Spirits,mbwines.se,,Övrig dryck,drink@mbwines.se,Stockholm,"Stockholm, Stockholm County, Sweden",0123456789;
Mormors Pastabageri,mormorspasta.se,Frukost,C03:30,,Stockholm,"Stockholm, Stockholm County, Sweden",46 08-518 000 05
MrMango,mrmangostreetfood.com,[object Object],C15:48,HEJ@MRMANGOSTREETFOOD.COM,Stockholm,"Stockholm, Stockholm County, Sweden",021330100
Mässrestauranger,massrestauranger.se,"Vi skapar mat och dryck för alla tillfällen, små som stora. Vår filosofi bygger på svenska smaker och hållbara råvaror. Med omsorg om både smaker och …",C17:69,info@massrestauranger.se,Stockholm,"Stockholm, Stockholm County, Sweden",087277200
Mässrestauranger Foodtruck,massrestauranger.se,"Vi skapar mat och dryck för alla tillfällen, små som stora. Vår filosofi bygger på svenska smaker och hållbara råvaror. Med omsorg om både smaker och …",C17:61,info@massrestauranger.se,Stockholm,"Stockholm, Stockholm County, Sweden",087277200
Mörsjö Deli,morsjo.se,,C09:39,info@morsjo.se,Stockholm,"Stockholm, Stockholm County, Sweden",46 63 10 12 60
Nalta Norrland,expofinder.com,,C06:30,,Stockholm,"Stockholm, Stockholm County, Sweden",
New Nordic Beverage,idunnwine.se,"Utforska allt om vinets värld. Lär dig om olika druvsorter, vinregioner och hur du matchar vin med mat. Perfekt för nybörjare och vinälskare!",C04:49,webmaster@idunnwine.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Nigab,nigab.se,,C11:40,,Stockholm,"Stockholm, Stockholm County, Sweden",
Norrlands Kombucha,norrlandskombucha.se,,C06:30,info@norrlandskombucha.se,Stockholm,"Stockholm, Stockholm County, Sweden",07%2033%20144%20009
North Parade,northparade.se,,C09:51,,Stockholm,"Stockholm, Stockholm County, Sweden",
Northern Chili,northernchili.se,"Chilisåser, chilimarmelader, inläggningar, kakor & sötsaker med chili produceras hantverksmässigt i begränsad upplaga med smakerna & råvarorna i fokus. Vi odlar själva, köper lokalproducerat & svenskt i första hand & gärna ekologiskt. Företaget finns i Umeå, Västerbotten & drivs av en kvinnlig företagare.",C06:30,,Stockholm,"Stockholm, Stockholm County, Sweden",
Olivgården & Co,olivgården.se,"Noggrant utvalda oliver från Grekland och Italien, marinerade med våra egna recept och mycket kärlek.",C05:50,ap@olivgarden-co.se,Stockholm,"Stockholm, Stockholm County, Sweden",0769162768
Olja & Oliv,olja-oliv.se,,C09:50,,Stockholm,"Stockholm, Stockholm County, Sweden",
Ost & Delibaren,odbaren.se,,C09:40,,Stockholm,"Stockholm, Stockholm County, Sweden",
Papa Piada,papapiada.se,,C12:79,info@papapiada.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Pernod Richard,pernod-ricard-sweden.com,"För grossister, leverantörer och kunder. Här hittar du kontaktuppgifter till våra säljare och kontor.",C10:50,jennifer.brun@pernod-ricard.com,Stockholm,"Stockholm, Stockholm County, Sweden",
Planteray Rum,planterayrum.com,"Celebrate the great terroirs of rum with Planteray RumPlanteray : the great terroirs of rum. Explore our diverse range of exceptional rums, crafted from our unique terroirs and heritage expertise.",C11:60,,Stockholm,"Stockholm, Stockholm County, Sweden",
PralinHuset – Choklad Nötter & Lakrits,pralinhuset.se,"Högkvalitativ chokladkakor, praliner, presenter och gåvor för alla tillfällen. Besök vår webbplats i dag.",C04:40,,Stockholm,"Stockholm, Stockholm County, Sweden",08-31 59 30
Prodani Vin,prodani.com,"Svensk distributÃ¶r av produkter inom sport, nÃ¶je och hÃ¤lsa, med en hel del frÃ¥n Spanska marknaden",C14:30,prokontakt@prodani.com,Stockholm,"Stockholm, Stockholm County, Sweden",+46%2070%20311%2076%2036
Prosecco Sweden,proseccosweden.se,Utforska den rika smaken av högkvalitativ 🍾 Prosecco. Upplev unika bubbelprovningar & lär dig mer om DOCG & Cartizze kvalitet. Besök oss! →,C08:48,christian@proseccosweden.se,Stockholm,"Stockholm, Stockholm County, Sweden",070%20-%20846%2016%2049
PuNS,puns.dk,"PUNS.dk forhandler Ultra - varm øl med flødeskum, økologisk gin, genever, likører og belgiske specialiteter. Kvalitet, håndværk og smag i fokus. Webshop med eksklusive produkter.",C10:49,steffen@puns.dk,Stockholm,"Stockholm, Stockholm County, Sweden",
Reco Exports -Grekisk Paviljong,seve.gr,,Mat & Deli,info@reco-exports.gr,Stockholm,"1 Morihovou Square P.C. 546 25, THESSALONIKI",231 231 5310
Ridente Vinimport,ridente.se,Välkommen till Ridente Vinimport en liten importör i norra Sverige som fokuserar på små till medelstora producenter i Europa.,C06:44,Johannes.karlsson@ridente.se,Stockholm,"Stockholm, Stockholm County, Sweden",076-827 76 85
Rolfs Flyg & Buss,rolfsbuss.se,Rolfs Flyg & Bussresor - Sveriges största gruppresearrangör. Över 450 resmål till hela världen på 3 500 avgångar.,C10:58,info@rolfsbuss.se,Stockholm,"Stockholm, Stockholm County, Sweden",0771-150000
Råhygge,rahygge.com,"For people who love coffee with less acidity and no jitters. We offer a low-acid mushroom coffee that combines craft roasted organic coffee with organic fungi extract. Our extract is double extracted for higher nutritional value — a more conscious, healthy, happy, and “hygge” way to drink your favorite drinks.",C08:50,,Stockholm,"Stockholm, Stockholm County, Sweden",
Sabalan,pmc.ncbi.nlm.nih.gov,,C13:60,,Stockholm,"Stockholm, Stockholm County, Sweden",
Saltsmak,saltsmak.se,,C08:61,fredrik@saltsmak.se,Stockholm,"Stockholm, Stockholm County, Sweden",25 453 50
Saturnus,saturnus.se,"Saturnus grundades år 1893 på Stortorget i Malmö. I portföljen hittar du en bredd av drycker, med allt från glögg till snaps och Prosecco. Saturnus är Sveriges äldsta och största glöggproducent. Vi är även den största producenten av kryddat brännvin i Sverige och vi använder oss i möjligaste mån av lokalt odlade råvaror.",Destillat,info@saturnus.se,Stockholm,Saturnus AB Bronsyxegatan 11 213 75 Malmö Telefon: +46 40 671 19 00 info@saturnus.se,+46406711900
Seawine & Event,seawineevent.se,Viner vinprovningar.,C04:45,info@seawineevent.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Seems Like New Spirits,seemslikenewspirits.se,,C05:45,johan@seemslikenewspirits.se,Stockholm,"Stockholm, Stockholm County, Sweden",073-506 31 47
Solivez,solivez.se,"Single-origin extra virgin olivolja från Jaén i södra Spanien. Kallpressad, aldrig blandad, i en PET flaska. Straight-up goodness.",C03:40,hello@solivez.se,Stockholm,"Stockholm, Stockholm County, Sweden",
Spivi,spivi.se,,Övrig dryck,,Stockholm,"Stockholm, Stockholm County, Sweden",
Stockholms Bränneri,stockholmsbranneri.com,,C12:58,hello@stockholmsbranneri.com,Stockholm,"Stockholm, Stockholm County, Sweden",08-121-115-02
Svenska Lantchips,lantchips.se,"Naturliga, smakrika och småskaligt tillverkade chips.",C07:31,info@lantchips.se,Stockholm,"Stockholm, Stockholm County, Sweden",08-88 00 59
Svenska Sprit,svenskasprit.se,"SKÅL! AB SVENSKA SPRIT ANTI EVERYTHING SPECIAL etiketter AB Svenska Sprit tillverkar hantverksmässig sprit med fokus på kvalitet, naturliga råvaror och svensk tradition. Sortimentet omfattar allt från klassiska spritsorter till unika, innovativa smaker. AB SVENSKA SPRIT. AB Svenska Sprit tillverkar hantverksmässig sprit med fokus på kvalitet, naturliga råvaror och svensk tradition. Sortimentet omfattar allt från",C08:51,hej@svenskasprit.se,Stockholm,"Stockholm, Stockholm County, Sweden",415-509-6998
Teddys Sibyllegatan,teddyssibyllegatan.se,"Välkommen till Teddys Sibyllegatan. Kom på lunch, middag eller för ett glas vin och passa på att köpa med dig goda råvaror hem från vår deli. Boka bord idag!",C05:42,catering@teddyssibyllegatan.se,Stockholm,Sibyllegatan 43 114 42 Östermalm Stockholm,0737681995
Testamenty Winery,testament-winery.com,"Dalmacija i Å ibenik s okolicom puni su prirodnih ljepota koje oduzimaju dah, poput brojnih i slikovitih vinograda koji krase osunÄane obronke. Vino se ovdje radi veÄ dvije tisuÄe godina, o Äemu svjedoÄe testamenti iz davnih vremena, neki Äak i iz doba starog Rima.",C09:31,fas1.pierre@gmail.com,Stockholm,"Stockholm, Stockholm County, Sweden",00385989212889
The Pepper Quest,thepepperquest.com,"Upptäck världens mest unika och smakrika kryddor. Handplockade, soltorkade och noggrant sorterade av odlare vi känner och litar på. Högsta kvalitet och ursprung i fokus – för smak som gör skillnad i varje rätt. Välkommen till The Pepper Quest.",C03:48,hello@thepepperquest.com,Stockholm,"Stockholm, Stockholm County, Sweden",
Tomp Beer & Spirits,tomp.se,"TOMP Beer, Wine & Spirits importerar öl, cider, vin & sprit i Sverige. Vi levererar till Systembolaget, restauranger, hotell & grossister.",Destillat,order@tomp.se,Stockholm,"Stockholm, Stockholm County, Sweden",//+46196114880
Tullamore Dew,nigab.se,,C11:40,,Stockholm,"Stockholm, Stockholm County, Sweden",
Uncorked Wines,uncorkedwines.se,Med näsa för goda viner. Goda grannar som upptäckte ett gemensamt intresse för mat och dryck och som nu förverkligar en dröm.,C09:31,info@uncorkedwines.se,Stockholm,"Stockholm, Stockholm County, Sweden",46 722 33 58 87
Under Current,undercurrentdrinks.se,,C03:48,,Stockholm,"Stockholm, Stockholm County, Sweden",
VaniljOnline,vaniljonline.se,Vi brinner för äkta råvaror och hög kvalitet – och vi är stolta över att få förmedla en liten bit av Madagaskar till svenska kök.,C05:28,info@vaniljonline.se,Stockholm,"Stockholm, Stockholm County, Sweden",+46700605342
Viltverket,viltverket.se,,C03:20,,Stockholm,"Stockholm, Stockholm County, Sweden",
Vinarkivet,vinarkivet.com,Vinarkivet är en vinimportör i Göteborg som importerar hantverksmässiga italienska viner direkt från familjeproducenter i Italien till restauranger och vinälskare.,C13:50,,Stockholm,"Stockholm, Stockholm County, Sweden",
Vinaromi,svenskadryckesmassor.se,,C07:48,,Stockholm,"Stockholm, Stockholm County, Sweden",
Vingården Bacina,smakaochnjut.se,,C13:25,,Stockholm,"Stockholm, Stockholm County, Sweden",
Vinkällan Dryckesutbildningar,vinkallan.se,"Vill du bli diplomerad sommelier? Vinkällan Dryckesutbildningar erbjuder utbildning i bla Stockholm, Göteborg, Malmö. Anmäl dig nu och boosta din karriär inom dryckesindustrin. Vi erbjuder även digitala utbildningar, från grundkurs till mer avance...",C02:50,,Stockholm,"Stockholm, Stockholm County, Sweden",
Vägga Rökeri,vaggarokeri.se,"Vägga Rökeri levererar lax och andra fiskprodukter till grossister, restauranger och butiker. Vi är EU-anpassade och har en egen tillverkning.",C02:59,,Stockholm,"Stockholm, Stockholm County, Sweden",0454-19007
