company_name,booth,description,email,mobile_primary,domain,full_address,city,linkedin_url
Aqar360 Company,H4.Pods57; H4.Pods53; H4.Pods118; H4.Pods86,,,,,,,
Aqarmap Saudi,H4.G90,,,,,,,
Aquila Inspection Services Company,H4.J30,,,,,,,
Arabella Development,H1A.F90,,,,,EG,,
ARABIAN ARROW REAL ESTATE DEVELOPMENT CO.,H1A.L80,,,,,,,
ARAMAK,H1A.D139,,,,,,,
Archi Promotion LLC,H1A.B130,,,,,,,
ARDARA Development Company,H1.O30,,,,,,,
Arjan Architect Company,H1A.J90; H1A.D90,,,,,Saudi Arabia,,
Asaad Saleh Basodan & Partners Auditors and Certified Public Accountants,H4.Pods102,,,,,,,
Asas Althabat Company,H1A.H130,,,,,,,
Asas Makeen Development and Real Estate Investment,H1A.D59,,,,,Saudi Arabia,,
Ashare,H4.Pods114,,,,,,,
Asilla Inc.,H4.J110,,,,,,,
ASSAN REAL ESTATE DEVELOPMENT AND INVESTMENT CORPORATION,H1A.F01,,,,,,,
Athar Real Estate Development,H1A.F139,,,,,,,
Athra,H4.Pods66; H4.Pods62; H4.Pods99; H4.Pods77,,,,,,,
Ayn Real Estate and Investment,H1A.B99,,,,,,,
Ayn Real Estate and Investment,H1A.B99,,,,,,,
Azhar Company,H1A.B59,,,,,Saudi Arabia,,
Bank Albilad,H3.V30,,,,,Saudi Arabia,,
BanKCube™,H4.J116,,,,,,,
Banque Saudi Faransi,H3.X70,,,,,Saudi Arabia,,
Bareeq Integrated Operation and Maintenance Company,H4.Pods13; H4.Pods09; H4.Pods01,,,,,,,
Bayrak + Partners,H4.Pods124,,,,,,,
Bayut Web for telecommunications and information technology,H1A.A70,,,,,Saudi Arabia,,
Bearys Global Ventures Real Estate Development LLC,H1A.A10,,,,,,,
BECT Co. Consulting Engineers,H4.K39,,,,,,,
Beyon,H1A.D170,,,,,,,
BID 3D Models LLC,H4.G110,,,,,,,
Biograpi Living,H1A.B130,,,,,,,
Bizlink Real Estate LLC,H1A.L50,,,,,,,
Blue Design Studio,H4.G99; H4.F80,,,,,,,
Brick Visual Solutions Zrt.,H5.S81; H4.H46,,,,,,,
Buthaina Sulaiman Al-Shadoukhi for Decoration,H5.S79; H4.J35,,,,,,,
CAFE,H4.B100,,,,,,,
CASABOT Technology Ltd.,H4.Pods30; H4.Pods26; H4.Pods02; H4.Pods74,,,,,,,
Central Park Icon LLC,H1A.B130,,,,,,,
CITIC,H2.K30,,,,,,,
Cityzen,H1A.A71,,,,,,,
Company Efficacy,H4.Pods34; H4.Pods30; H4.Pods06; H4.Pods78,,,,,,,
Company Faras Waeda Commercial,H4.Pods33; H4.Pods29; H4.Pods05; H4.Pods77; H4.Pods118,,,,,,,
Construction Technology Invention Contracting Company,H4.J30,,,,,,,
Consulting Engineers & Partner for Engineering Consultancy,H5.K75; H4.F48; H4.H60,,,,,,,
Creative Fusion LLC,H4.J80,,,,,,,
Dar Al Majid Real Estate Company,H1.R60,,,,,,,
Dar Al Omran Engineering Consultants,H5.M99; H4.H69,,,,,,,
Dar Wa Emaar Real Estate Investment & Development Co,H1.A60,,,,,Saudi Arabia,,
Dara Real Estate,H4.E60,,,,,,,
DEALS HUB,LC.10,,,,,United Arab Emirates,,
Design International,H4.F60; H5.M95; H4.F56; H4.F46; H4.H50,,,,,,,
Dikor Wa Akthar Company,H5.O86; H4.H48,,,,,,,
Diriyah Company,H1.H30,,,,,Saudi Arabia,,
Diyar Roaa Real Estate,H1A.B02,,,,,,,
Dugasta Properties Development LLC,H1A.H09,,,,,,,
Dwelleo Company,H1A.K01,,,,,,,
ECOlaud,H4.Pods124,,,,,,,
EDEN Development,H1A.A33,,,,,,,
Eden United Company Limited,H1A.B170,,,,,,,
Emaraa,H4.Pods88,,,,,,,
Emlak Konut Company,H2.O10,,,,,,,
Eventive Establishment,H4.H100,,,,,,,
Ezdihar Real Estate,H1A.D130,,,,,,,
Ezdihar Real Estate (Mashael al fursan),H1A.D130,,,,,Saudi Arabia,,
FEATURE,H5.J110; H1.C10,,,,,,,
FORMAS.AI,H4.Pods17; H4.Pods13; H4.Pods12,,,,,,,
Four Directions,H1A.J50,,,,,,,
Fuel International For Real Estate Services,H4.J70,,,,,,,
Fulk Studio,H5.Pods08; H4.Pods126; H4.Pods121,,,,,,,
Future Developments Holdings,H4.K57; H4.K35; H4.K19,,,,,,,
GE Test Account-North America,Test Booth,,,,,US,,
GEO Global Engineering Consultants,H5.M110; H4.H49; H4.F56,,,,,United Arab Emirates,,
Georgia’s Leading Real Estate Developers,H1A.B130,,,,,,,
Gerber Architekten International Projects GmbH,H4.F59; H5.K70; H4.F50,,,,,,,
Global Al Real Estate - EMEA FZE,H4.Pods40; H4.Pods36; H4.Pods96,,,,,,,
GREEN ROOM,H1.A90,,,,,,,
GS,H1A.J90; H1A.D90,,,,,,,
HAK Engineering,H4.H47,,,,,,,
halumm Construction Innovation Company,H4.D60,,,,,,,
Hassan Allam Holding,H2A.B30,,,,,,,
HATMIA ENGINEERING,H4.F50; H5.P96; H4.F55,,,,,Saudi Arabia,,
Heyazah,H3.C30,,,,,,,
Holo,H5.F135; H4.K13,,,,,,,
Homele,H4.Pods95,,,,,,,
House of Architecture and Civil Engineering Planning,H5.S90; H4.H44,,,,,,,
HXH OÜ,H4.Pods37; H4.Pods33; H4.Pods09; H4.Pods93,,,,,,,
Informa China,,,,,,CN,,
Inmar Company for Real Estate Development and Investment,H3.G50,,,,,,,
International Company for Furniture,H4.D73; H5.J50; H4.D75,,,,,,,
Investment Committee of Saint Petersburg,,,,,,,,
Jabal Alrahma Real Estate Company,H4.Pods23; H4.Pods19; H4.Pods08,,,,,,,
Jabal Omar Development Company,H3.C50,,,,,,,
Jadah Projects Real Estate Development,H1A.J59,,,,,,,
Jadwa Albasateen Real Estate,H1.S70,,,,,Saudi Arabia,,
Jawad Aljazirah,H4.E71,,,,,,,
Jeddah Airports Company,H2.Q30,,,,,,,
Jeddah Development & Urban Regeneration Company,H3.P10,,,,,Saudi Arabia,,
Jeddah Economic Company,H2.O10,,,,,,,
K. Hovnanian,H3.L50,,,,,,,
KAAL Real Estate Development Company,H1A.B50,,,,,,,
Kaden Investment,H2.K10,,,,,Saudi Arabia,,
Kanoo,H2.K30,,,,,,,
King Abdullah Financial District Development and Management Company,H2.D10,,,,,Saudi Arabia,,
Kingdom International Real Estate,H4.K55; H4.K32; H4.K15; H3.V17,,,,,,,
Knowledge Economic City KEC,H2A.C10,,,,,Saudi Arabia,,
Ladun Investment Company,H1A.F99,,,,,,,
Land of Braves,H4.K70,,,,,,,
Landera,H4.Pods28; H4.Pods24; H4.Pods75,,,,,,,
Le Mirage Real Estate W.L.L.,H4.D61,,,,,,,
LG Electronics Saudi Arabia LLC,H4.E80,,,,,,,
Limpid Property Operations Pty Ltd,H5.A57; H5.B137,,,,,,,
Liwan Real Estate Development Company,H2A.E10; H2.M10; H2.L10,,,,,,,
LLC NEXT SALES,H1A.B130,,,,,,,
LUNAS INC.,H4.J117,,,,,,,
Maad International Limited Company,H4.E30; H4.D10,,,,,,,
MabnaAi,H4.Pods54; H4.Pods50; H4.Pods97,,,,,,,
Mada Properties,H3.E70,,,,,,,
Makkiyoon Urban Developers,H3.N50,,,,,Saudi Arabia,,
Malath Cooperative Insurance,H1A.J130,,,,,Saudi Arabia,,
Masheed Real Estate,H1A.J59; H1A.J55,,,,,,,
MAZOON ALKHAIR REALE ESTATE COMPANY,H1A.H01,,,,,,,
Memar Development and Investment,H4.J10; H4.J30,,,,,,,
Menassat Realty,H1A.H131,,,,,,,
Millia Labs,H4.Pods65; H4.Pods89,,,,,,,
Ministry of Interior,H2.E30,,,,,Saudi Arabia,,
Miskan Industrial Co. (Al- Asalah Project),H1A.B10,,,,,Saudi Arabia,,
Mobtakeron Realty,H3.E50,,,,,,,
Modern Code Engineering Consultancy,H5.Pods04; H4.Pods122; H4.Pods129,,,,,,,
MOHAMED SALAHUDDIN CONSULTING ENGINEERING BUREAU W.L.L,H5.M90; H4.F49,,,,,BH,,
Mohammad Al Habib Real Estate Company,H1.S50,,,,,,,
Mohammed Abdullah AlShalaan Real Estate,H4.Pods54; H4.Pods18; H4.Pods14; H4.Pods10,,,,,,,
Mohammed and Musab Abdullah Al-Ajlan Investment Company,H1.R90,,,,,Saudi Arabia,,
Mountain View KSA,H2.M30,,,,,Saudi Arabia,,
Munasafa wa Musharaka,H4.Pods22; H4.Pods18; H4.Pods06,,,,,,,
Musharaka Capital,H4.D50,,,,,,,
Mutaib Ibrahim Al-Khudairi & Partners Professional Consulting Company,H4.Pods92,,,,,,,
Mutmim Co.,H1A.D91,,,,,,,
Naht Alusul Company Real Estate,H1A.A50,,,,,,,
Nanopixel,H4.Pods127,,,,,,,
Naqsh Investment,H4.F70,,,,,,,
Nations of Sky,H3.L10,,,,,,,
NAVER Cloud Corporation,H4.E81,,,,,,,
Nebras Habwah Company for Engineering Consulting,H5.S80,,,,,,,
Nestimate,H4.Pods111,,,,,,,
New Murabba Development Company,H1.M30,,,,,,,
NHC Innovation,CA.10,,,,,,,
Noor Khuzam,H2A.B30,,,,,,,
Omnia Georgia LLC,H1A.B179,,,,,,,
OMQ Real Estate Development,,,,,,,,
ONS Real Estate,H3.E30,,,,,,,
Osool Integrated Real Estate Co.,H2A.F10,,,,,Saudi Arabia,,
OSUS REAL ESTATE CO.,H1.S90,,,,,Saudi Arabia,,
Pan Kingdom Real Estate,H1A.J10,,,,,Saudi Arabia,,
Pass Wealth Management,H1A.D175,,,,,,,
Perkins&Will,H5.O30,,,,,,,
Perspective,H5.Pods06; H4.Pods128; H4.Pods122,,,,,,,
"PLUS RENDER, S.L.",H4.J115,,,,,,,
PODER,H4.Pods79,,,,,,,
Prime Estates Company,H3.P50,,,,,,,
Profex Azerbaijan,,,,,,,,
Property Automate Information Technology Company,H4.F80,,,,,,,
Protocol Aqar,H4.J118,,,,,,,
Qarar Fintech Company,H4.J100,,,,,,,
Qaswara Real Estate,H4.Pods115,,,,,,,
Qimam Arkana For Real Estate Development Establishment,H1A.A35,,,,,,,
Qubit Intelligence,H4.Pods87,,,,,,,
Radian Engineering Consultancy,H5.J59,,,,,,,
Rafal Real Estate Development Company,H2.K30,,,,,Saudi Arabia,,
Rakaez Alinsha Construction Company,H1A.J139,,,,,,,
Rakeen Real Estate,H3.N70,,,,,,,
Rakez Real Estate,H1A.F59,,,,,,,
Rasan Al-Emaar Real Estate Company,H4.K51,,,,,,,
Rawas Real Estate Company,H4.D80,,,,,,,
RDS Box,H4.Pods26; H4.Pods22; H4.Pods73,,,,,,,
Real Estate Development Fund,H3.S70,,,,,Saudi Arabia,,
Real Systems,H4.Pods81,,,,,,,
Refad Real Estate Investment and Development,H3.G80,,,,,,,
Reportage Properties,H1A.F130,,,,,Saudi Arabia,,
Retal Urban Development Company,H1.A30,,,,,Saudi Arabia,,
RETERRA Company For Technologies,H4.J95; H4.H90,,,,,,,
Rikaz Properties,H3.N10,,,,,,,
Riyadh Valley Company,H1A.D01,,,,,Saudi Arabia,,
Roof Real Estate Investment and Development,H1A.B90,,,,,,,
Roshn Group Company,H1.E30,,,,,,,
Rua Al Madinah Holding,H2.C30,,,,,,,
RUA AlHaram AlMakki Co.,H1.K30,,,,,,,
Rukn AL-Haramala Real Estate Company,H1A.A33,,,,,,,
Safqah Capital Company,H4.E50,,,,,Saudi Arabia,,
SAKANI,CA.10,,,,,Saudi Arabia,,
Samaai Contracting Company,H1A.L50,,,,,,,
Sarj,H4.G99,,,,,,,
Saudi Contractors Authority,H4.H30; H5.K30; H4.H10,,,,,Saudi Arabia,,
Saudi Council Of Engineers,H5.O50; H4.F30; H4.D59,,,,,Saudi Arabia,,
Saudi Downtown Company,H2.G30,,,,,Saudi Arabia,,
Saudi Investment Bank,H3.X90,,,,,Saudi Arabia,,
Saudi National Bank (AlAhli),H3.T50,,,,,Saudi Arabia,,
SBN Immo SARL,H1A.A19,,,,,,,
SDG INTERNATIONAL INC,H4.K30,,,,,,,
"Shanghai G-Claw Glass Technology Co., Ltd.",H5.O89; H4.J34,,,,,,,
Sharfat Al-Maskan Real Estate Services Company,H1A.D10,,,,,Saudi Arabia,,
Shumookh House Real Estate,H5.B70; H5.A79; H4.K10,,,,,,,
Sidra Capital,H4.E57,,,,,Saudi Arabia,,
Silk Development LLC,H1A.A15,,,,,,,
SKALE Management,H1A.H132,,,,,,,
STREAM Industries Sdn Bhd,H5.A59; H5.B139; H4.J39,,,,,,,
Sukoon Real Estate Company,H1A.A30,,,,,,,
Sultan Abdullah Mohammed Abuobaid Company Certified Public Accountants,H4.Pods21; H4.Pods17; H4.Pods05,,,,,,,
SyncN,H4.Pods38; H4.Pods34; H4.Pods94,,,,,,,
Tabeq,H4.Pods76,,,,,,,
Tahaluf Events Limited,H4.Pods97; H4.Pods98; H3.D10,,,,,Saudi Arabia,,
Tahaluf Events Limited,,,,,,,,
Talaat Mustafa Group Saudi for Real Estate Development,H1.R49,,,,,,,
Tanal Real Estate Development Company,H1A.L70,,,,,,,
Tazayud Real Estate,H4.F69; H4.H50; H4.J50; H4.F60,,,,,Saudi Arabia,,
TDG Company,H1A.B55,,,,,,,
Telad Real Estate Company,H3.L30,,,,,Saudi Arabia,,
Test booth,,,,,,,,
Thabat Al Maskan Real Estate Co.,H1.R40,,,,,,,
Thakher Development Company,H2A.B10,,,,,Saudi Arabia,,
The Ark Developments,H1A.F90,,,,,EG,,
THE DIGITAL BUNCH,H5.O83; H4.H40,,,,,,,
The First Projects,H3.J19; H3.C10,,,,,,,
The Government of Moscow,H3.N19,,,,,RU,,
The Howard Hughes Corporation,H1A.D130,,,,,,,
The Mediterranean and Gulf Cooperative Insurance and Reinsurance Company –MEDGULF,H4.F60; H4.F79,,,,,,,
THE STUDIO,H4.Pods123,,,,,,,
Thimarya Commercial Investment Company,H3.E30,,,,,Saudi Arabia,,
Trust & Building for Information Technology,H4.H99,,,,,,,
Umm Al Qura For Development and Construction,H2.F10; H2.A10,,,,,Saudi Arabia,,
Urbas Middle East Real Estate Co.,H3.R30,,,,,,,
Voom,H4.J119,,,,,,,
vrdev Establishment,H4.Pods31; H4.Pods27; H4.Pods72,,,,,,,
Waedh Real Estate,H4.Pods117,,,,,,,
Waheej Real Estate,H3.J70,,,,,,,
Wakan Real Estate Development and Investment Company,H3.J50,,,,,Saudi Arabia,,
Wiyyana Company,H1A.J170,,,,,,,
WTID Engineering Company,H4.Pods135,,,,,,,
Xpmo,H4.Pods56; H4.Pods52; H4.Pods22,,,,,,,
Yardi Systems Limited,H1A.L60,,,,,United Arab Emirates,,
York Towers,H1A.K01,,,,,,,
Zaya Real Estate Development Company,H4.D60; H4.D79,,,,,Saudi Arabia,,
Zimmam for Property Management,H4.Pods120,,,,,,,
Zood Real Estate Development,H1.C30,,,,,Saudi Arabia,,
ZORY AI,H4.Pods99,,,,,,,
