s_no,event_name,domain,website_url,start_date,end_date,venue,hall,city,country,instagram_url,event_page_url
125,Ekonomi & Foretag 2026,ekonomiforetag.se,https://www.ekonomiforetag.se/sv/,2026-09-23,2026-09-24,Kista Massan,,Stockholm,Sweden,,https://expomap.ru/en/expo/ekonomi-foretag/
126,Eurasian Construction Technology 2026,spbcb.ru,https://spbcb.ru/events/20327/?ysclid=mqgfoggu3345239347,2026-09-23,2026-09-25,Expoforum,,Saint Petersburg,Russia,,https://expomap.ru/en/expo/eurasian-construction-technology/
127,Expoalimentaria Peru 2026,expoalimentariaperu.com,http://www.expoalimentariaperu.com,2026-09-23,2026-09-25,Jockey Exhibition Center,,Lima,Peru,,https://expomap.ru/en/expo/expoalimentaria-peru/
128,Ghana Trade Show 2026,finelib.com,https://www.finelib.com/events/trade-fairs-and-shows/8,2026-09-23,2026-09-25,Gallagher Convention Centre,,Accra,Ghana,,https://expomap.ru/en/expo/ghana-trade-show/
129,Glassbuild America 2026,glassbuildamerica.com,https://www.glassbuildamerica.com/,2026-09-23,2026-09-25,Orange County Convention Center,,Orlando,United States,,https://expomap.ru/en/expo/glassbuild-america/
130,Graphima 2026,sajamgrafima.rs,http://www.sajamgrafima.rs,2026-09-23,2026-09-27,Belgrade Fair Grounds,,Belgrade,Serbia,,https://expomap.ru/en/expo/graphima/
131,HomeFest Autumn 2026,homefest.ru,https://homefest.ru/,2026-09-23,2026-09-25,"Kaluzhskoye Hwy., 2, Bldg. 1, Kornilovsky Interior and Design Center, 2nd Floor",,Moscow,Russia,,https://expomap.ru/en/expo/homefest/
132,IDEUM Expo 2026,ideumexpo.ru,https://ideumexpo.ru/,2026-09-23,2026-09-25,,,Saint Petersburg,Russia,,https://expomap.ru/en/expo/ideum-expo/
133,IDEUM Expo& AI 2026,ideumexpo.ru,https://ideumexpo.ru/,2026-09-23,2026-09-25,ExpoForum Convention and Exhibition Centre,,Saint Petersburg,Russia,,https://expomap.ru/en/expo/ideum-expo-ai/
134,Ifmac & Woodmac 2026,ifmac.net,http://www.ifmac.net,2026-09-23,2026-09-26,Jakarta International Expo (JIExpo),,Jakarta,Indonesia,,https://expomap.ru/en/expo/ifmac-woodmac/
135,Ilmac Basel 2026,ilmac.ch,https://www.ilmac.ch/en,2026-09-23,2026-09-24,Basel Exhibition Center,,Basel,Switzerland,,https://expomap.ru/en/expo/ilmac-basel/
136,in-cosmetics Latin America 2026,in-cosmetics.com,https://www.in-cosmetics.com/latin-america/en-gb.html,2026-09-23,2026-09-24,Expo Center Norte,,Sao Paulo,Brazil,,https://expomap.ru/en/expo/in-cosmetics-latin-america/
137,Industrial Show 2026,prom-salon.ru,https://prom-salon.ru/?ysclid=mgqhmlfdrs734435110,2026-09-23,2026-09-25,Expo-Volga Exhibition Center,,Samara,Russia,,https://expomap.ru/en/expo/promyshlennyj-salon/
138,Interboot 2026,interboot.de,https://www.interboot.de/,2026-09-23,2026-09-27,Friedrichshafen Exhibition Center,,Friedrichshafen,Germany,,https://expomap.ru/en/expo/interboot/
139,International Milk-Dairy Industry Exhibition 2026,b2cheese.org,https://b2cheese.org/en/,2026-09-23,2026-09-24,"Bergamo Exhibition Center, Via Lunga",,Bergamo,Italy,,https://expomap.ru/en/expo/international-milk-dairy-industry-exhibition/
140,International Smart Space Exhibition 2026,international-smart-space-exhibition.hk.messefrankfurt.com,https://international-smart-space-exhibition.hk.messefrankfurt.com/hangzhou/en.html,2026-09-23,2026-09-27,Hangzhou International Convention and Exhibition Center,,Hangzhou,China,,https://expomap.ru/en/expo/international-smart-space-exhibition/
141,IranPharma Expo 2026,expostandzone.com,https://www.expostandzone.com/trade-shows/iph-expo/,2026-09-23,2026-09-25,Tehran International Permanent Fairground,,Tehran,Iran,,https://expomap.ru/en/expo/iranpharma-expo/
142,Job Start Borse Titisee-Neustadt 2026,jobstartboerse.de,https://www.jobstartboerse.de/boersen/2025-Titisee-Neustadt,2026-09-23,2026-09-23,,,Titisee-Neustadt,Germany,,https://expomap.ru/en/expo/job-start-borse-titisee-neustadt/
143,Junwex Moscow 2026,junwex-msk.ru,https://www.junwex-msk.ru/,2026-09-23,2026-09-27,Timiryazev Center,,Moscow,Russia,,https://expomap.ru/en/expo/junwex-moskva/
144,LightExpo Tanzania 2026,expogr.com,https://www.expogr.com/tanzania/lightexpo/,2026-09-23,2026-09-25,,,Dar es Salaam,Tanzania,,https://expomap.ru/en/expo/lightexpo-tanzania/
145,Merchandise World 2026,merchandiseworld.co.uk,https://www.merchandiseworld.co.uk/,2026-09-23,2026-09-23,Marshall Arena,,Milton Keynes,United Kingdom,,https://expomap.ru/en/expo/merchandise-world/
146,MHEC Expo 2026,cleanearthinc.com,https://www.cleanearthinc.com/events/mhec-expo-2026,2026-09-23,2026-09-24,DCU Center,,Worcester,United States,,https://expomap.ru/en/expo/mhec-expo/
147,MIHAS 2026,mihas.com.my,https://mihas.com.my/,2026-09-23,2026-09-26,Malaysia International Trade and Exhibition Centre,,Kuala Lumpur,Malaysia,,https://expomap.ru/en/expo/mihas/
148,Mufopack 2026,musiadexpo.com,http://www.musiadexpo.com,2026-09-23,2026-09-27,Istanbul Expo Center / Istanbul Fuar Merkezi / CNR Expo,,Istanbul,Turkey,,https://expomap.ru/en/expo/mufopack/
149,Muscon 2026,musiadexpo.com,http://www.musiadexpo.com,2026-09-23,2026-09-27,Istanbul Expo Center / Istanbul Fuar Merkezi / CNR Expo,,Istanbul,Turkey,,https://expomap.ru/en/expo/muscon/
150,Musiad International Fair 2026,musiadexpo.com,http://www.musiadexpo.com,2026-09-23,2026-09-27,Istanbul Expo Center / Istanbul Fuar Merkezi / CNR Expo,,Istanbul,Turkey,,https://expomap.ru/en/expo/musiad-international-fair/
151,Mutex 2026,musiadexpo.com,http://www.musiadexpo.com,2026-09-23,2026-09-27,Istanbul Expo Center / Istanbul Fuar Merkezi / CNR Expo,,Istanbul,Turkey,,https://expomap.ru/en/expo/mutex/
152,Novacancy Hotel+Accommodation Industry Expo 2026,iccsydney.com.au,http://iccsydney.com.au/events/novacancy-expo,2026-09-23,2026-09-24,ICC Sydney - International Convention Centre Sydney,,Sydney,Australia,,https://expomap.ru/en/expo/novacancy-hotelaccommodation-industry-expo/
153,Numac 2026,musiadexpo.com,http://www.musiadexpo.com,2026-09-23,2026-09-27,Istanbul Expo Center / Istanbul Fuar Merkezi / CNR Expo,,Istanbul,Turkey,,https://expomap.ru/en/expo/numac/
154,Oil and Gas Surgut 2026,sngexpo.ru,https://sngexpo.ru/,2026-09-23,2026-09-25,Energetik Sports Complex,,Surgut,Russia,,https://expomap.ru/en/expo/neft-i-gaz-surgut/
155,Pak Water & Energy Expo 2026,pakwaterexpo.com,http://www.pakwaterexpo.com,2026-09-23,2026-09-24,"Tulip Marquee, Islamabad",,Islamabad,Pakistan,,https://expomap.ru/en/expo/pak-water-energy-expo/
156,Parcel+Post Expo 2026,parcelandpostexpo.com,http://www.parcelandpostexpo.com/en,2026-09-23,2026-09-24,London,,London,United Kingdom,,https://expomap.ru/en/expo/parcelpost-expo/
157,ParkZoo 2026,parkzoo.ru,https://www.parkzoo.ru/,2026-09-23,2026-09-25,Crocus Expo International Exhibition Centre,,Moscow,Russia,,https://expomap.ru/en/expo/parkzoo/
158,Pharma Uzbekistan & Central Asia 2026,pharmauz.com,http://pharmauz.com,2026-09-23,2026-09-23,"Hotel Hilton, Tashkent",,Tashkent,Uzbekistan,,https://expomap.ru/en/expo/pharma-uzbekistan-central-asia/
159,PHILIPPINE SOLAR AND POWER EXPO 2026,register.mis4me.in,https://register.mis4me.in/event-registration/acfd34spow,2026-09-23,2026-09-25,SMX Convention Center,,Pasay,Philippines,,https://expomap.ru/en/expo/philippine-solar-and-power-expo/
160,Plastics Extrusion World Expo Europe 2026,eu.extrusion-expo.com,http://eu.extrusion-expo.com,2026-09-23,2026-09-24,Frankfurt,,Frankfurt/Main,Germany,,https://expomap.ru/en/expo/plastics-extrusion-world-expo-europe/
161,Polagra-food 2026,polagra.pl,http://polagra.pl/en,2026-09-23,2026-09-26,Poznan Congress Center,,Poznan,Poland,,https://expomap.ru/en/expo/polagra-food/
162,Polagra-tech 2026,polagra.pl,http://polagra.pl/en,2026-09-23,2026-09-26,Poznan Congress Center,,Poznan,Poland,,https://expomap.ru/en/expo/polagra-tech/
163,Radioelectronics & Instrumentation (RADEL) 2026,radelexpo.ru,http://radelexpo.ru,2026-09-23,2026-09-25,ExpoForum Convention and Exhibition Centre,,Saint Petersburg,Russia,,https://expomap.ru/en/expo/radioelektronika-priborostroenie-radel/
164,Rehacare 2026,rehacare.de,http://www.rehacare.de,2026-09-23,2026-09-26,Dusseldorf Exhibition Center,,Dusseldorf,Germany,,https://expomap.ru/en/expo/rehacare/
165,Russian Days of Design and Architecture St. Petersburg 2026,forumdesign.ru,https://forumdesign.ru/saint-petersburg,2026-09-23,2026-09-25,Design District DAA design center,,Saint Petersburg,Russia,,https://expomap.ru/en/expo/rossijskie-dni-dizajna-i-arhitektury-sankt-peterburg/
166,Seatrade Cruise Med 2026,seatradecruiseevents.com,http://www.seatradecruiseevents.com/med/en/home.html,2026-09-23,2026-09-25,Las Palmas de Gran Canaria,,Las Palmas de Gran Canaria,Spain,,https://expomap.ru/en/expo/seatrade-cruise-med/
167,SELLER FEST Moscow 2026,sellerfest.ru,https://sellerfest.ru/,2026-09-23,2026-09-23,,,Moscow,Russia,,https://expomap.ru/en/expo/seller-fest-festival-moscow/2026/
168,Shanghai International High End Artificial Intelligence Exhibition 2026,gjgd-ai.com,http://gjgd-ai.com/index.php?t=article&id=14,2026-09-23,2026-09-27,National Convention & Exhibition Center,,Shanghai,China,,https://expomap.ru/en/expo/shanghai-international-high-end-artificial-intelligence-exhibition/
169,Sign Istanbul 2026,en.signistanbul.com,http://en.signistanbul.com,2026-09-23,2026-09-27,Istanbul Expo Center / Istanbul Fuar Merkezi / CNR Expo,,Istanbul,Turkey,,https://expomap.ru/en/expo/sign-istanbul/
170,Soccerex Americas 2026,soccerex.com,https://soccerex.com/home-2026-new/,2026-09-23,2026-09-25,Miami Beach Convention Center,,Miami,United States,,https://expomap.ru/en/expo/soccerex-americas/
171,SPIFUT 2026,spifut.ru,https://spifut.ru/,2026-09-23,2026-09-25,ExpoForum Convention and Exhibition Centre,,Saint Petersburg,Russia,,https://expomap.ru/en/expo/spifut/
172,Tallinn Food Fair 2026,profexpo.ee,http://www.profexpo.ee/foodfair/?lang=en,2026-09-23,2026-09-25,Estonian Fairs Centre,,Tallinn,Estonia,,https://expomap.ru/en/expo/tallinn-food-fair/
173,Taropak 2026,taropak.pl,http://taropak.pl/en,2026-09-23,2026-09-26,Poznan Congress Center,,Poznan,Poland,,https://expomap.ru/en/expo/taropak/
174,Technology For Marketing - London 2026,technologyformarketing.co.uk,http://www.technologyformarketing.co.uk,2026-09-23,2026-09-24,ExCeL,,London,United Kingdom,,https://expomap.ru/en/expo/technology-for-marketing-london/
175,Tecnosec 2026,tecnosec.es,http://www.tecnosec.es,2026-09-23,2026-09-25,Madrid Arena,,Madrid,Spain,,https://expomap.ru/en/expo/tecnosec/
176,THE AMERICAS TRAVEL SHOW NORDICS 2026,usatravelshow.dk,https://usatravelshow.dk/,2026-09-23,2026-09-23,Scandic Kodbyen,,Copenhagen,Denmark,,https://expomap.ru/en/expo/the-americas-travel-show-nordics/
177,The Global Digital Trade Expo 2026,gdte.org.cn,https://www.gdte.org.cn/,2026-09-23,2026-09-27,,,Hangzhou,China,,https://expomap.ru/en/expo/the-global-digital-trade-expo/
178,Timber Processing and Energy Expo 2026,timberprocessingandenergyexpo.com,https://timberprocessingandenergyexpo.com/register/booth-reps/,2026-09-23,2026-09-25,Portland Expo Center,,Portland,United States,,https://expomap.ru/en/expo/timber-processing-and-energy-expo/
179,Trako 2026,trakotargi.amberexpo.pl,http://trakotargi.amberexpo.pl/,2026-09-23,2026-09-26,AmberExpo,,Gdansk,Poland,,https://expomap.ru/en/expo/trako/2026/
180,Trako 2026,trakotargi.amberexpo.pl,http://trakotargi.amberexpo.pl/,2026-09-23,2026-09-26,AmberExpo,,Gdansk,Poland,,https://expomap.ru/en/expo/trako/
181,vocatium Berlin Autumn 2026,erfolg-im-beruf.de,https://www.erfolg-im-beruf.de/fachmessen/messetermine,2026-09-23,2026-09-24,,,Berlin,Germany,,https://expomap.ru/en/expo/vocatium-berlin/
182,W3 + Fair Jena 2026,w3-messe.de,http://w3-messe.de/en,2026-09-23,2026-09-25,Sparkassen Arena Jena,,Jena,Germany,,https://expomap.ru/en/expo/w3-fair-jena/
183,Education Conference and Exhibition in Phoenix 2026,azmultihousing.org,https://www.azmultihousing.org/,2026-09-23,2026-09-23,Phoenix Convention Center,,Phoenix,United States,,https://expomap.ru/en/expo/konferentsija-i-vystavka-po-obrazovaniju-v-finikse/
184,10th Ural-Siberian Forum on Aesthetic Medicine,bvok.ru,https://bvok.ru/events/beautyforum-ekaterinburg2026/,2026-09-24,2026-09-26,B. N. Yeltsin Presidential Center,,Yekaterinburg,Russia,,https://expomap.ru/en/expo/beauty-forum/
185,Ambienta 2026,zv.hr,http://www.zv.hr,2026-09-24,2026-09-28,Zagreb Fair,,Zagreb,Croatia,,https://expomap.ru/en/expo/ambienta/
186,Annual Mid-Atlantic C-Store Expo 2026,vaaasoa.com,https://vaaasoa.com/,2026-09-24,2026-09-24,Richmond Raceway Complex,,Richmond,United States,,https://expomap.ru/en/expo/annual-mid-atlantic-c-store-expo/
187,Art Up! - Grenoble 2026,grenobleartup.com,http://grenobleartup.com/en,2026-09-24,2026-09-28,Alpexpo,,Grenoble,France,,https://expomap.ru/en/expo/art-up-grenoble/
188,Bisutex Autumn 2026,ifema.es,https://www.ifema.es/bisutex,2026-09-24,2026-09-27,Madrid Fairgrounds,,Madrid,Spain,,https://expomap.ru/en/expo/bisutex/
189,Caravan 2026,lahdenmessut.fi,http://lahdenmessut.fi/tapahtumakalenteri/?lang=en,2026-09-24,2026-09-27,Lahti Sports and Trade Fair Centre,,Lahti,Finland,,https://expomap.ru/en/expo/caravan/2026/sep/
190,Caravan 2026,lahdenmessut.fi,http://lahdenmessut.fi/tapahtumakalenteri/?lang=en,2026-09-24,2026-09-27,Lahti Sports and Trade Fair Centre,,Lahti,Finland,,https://expomap.ru/en/expo/caravan/
191,Carp Fair 2026,carpfair.ca,https://www.carpfair.ca/,2026-09-24,2026-09-27,Carp Fairgrounds,,Ottawa,Canada,,https://expomap.ru/en/expo/carp-fair/
192,Comic Con Africa 2026,comicconafrica.co.za,https://www.comicconafrica.co.za/en/media-centre/2019-press-release/comic-con-cape-town.html,2026-09-24,2026-09-27,,,Johannesburg,South Africa,,https://expomap.ru/en/expo/comic-con-africa/
193,Drone Expo India 2026,droneexpo.in,http://www.droneexpo.in,2026-09-24,2026-09-26,Bombay Convention & Exhibition Centre (BCEC),,New Delhi,India,,https://expomap.ru/en/expo/drone-expo-india/
194,Eco Beauty Expo Autumn 2026,eco-beauty-expo.ru,https://eco-beauty-expo.ru/?ysclid=mpfcu5eekb658205766,2026-09-24,2026-09-26,,,Moscow,Russia,,https://expomap.ru/en/expo/eco-beauty-expo/
195,Egypt Stitch & Tex Expo - Textiles Technologies 2026,egystitchandtex.com,http://egystitchandtex.com/textiles,2026-09-24,2026-09-27,Cairo International Convention & Exhibition Centre,,Cairo,Egypt,,https://expomap.ru/en/expo/egypt-stitch-tex-expo-textiles-technologies/
196,Estampa 2026,ifema.es,http://www.ifema.es/en/estampa,2026-09-24,2026-09-28,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/estampa/
197,FRESH ANTALYA 2026,anfasfreshantalya.com,https://www.anfasfreshantalya.com/en,2026-09-24,2026-09-26,ANFAS International Fair and Congress Center,,Antalya,Turkey,,https://expomap.ru/en/expo/fresh-antalya/
198,Fresh Market 2026,freshmarket.com.pl,http://www.freshmarket.com.pl/en,2026-09-24,2026-09-25,MCC Mazurkas Conference Centre & Hotel,,Warsaw,Poland,,https://expomap.ru/en/expo/fresh-market/
199,Furnishings & Design Istanbul 2026,fdistanbul.com,https://fdistanbul.com/,2026-09-24,2026-09-26,"Istanbul Expo Centre HallsIstanbul, Turkeyshow address",,Istanbul,Turkey,,https://expomap.ru/en/expo/furnishings-design-istanbul/
200,Future Fish Eurasia 2026,eurasiafairs.com,http://www.eurasiafairs.com/eng/index.html,2026-09-24,2026-09-27,Fuarizmir,,Izmir,Turkey,,https://expomap.ru/en/expo/future-fish-eurasia/
201,Girocamping Pro 2026,campingsingirona.com,http://campingsingirona.com/girocampingPRO,2026-09-24,2026-09-25,Palacio de Congresos de Girona,,Girona,Spain,,https://expomap.ru/en/expo/girocamping-pro/
202,Go Entrepreneurs - Lyon 2026,go-entrepreneurs.com,http://www.go-entrepreneurs.com/fr/lyon,2026-09-24,2026-09-25,La Sucriere,,Lyon,France,,https://expomap.ru/en/expo/go-entrepreneurs-lyon/
203,Goteborg Book Fair 2026,bokmassan.se,https://bokmassan.se/,2026-09-24,2026-09-27,Swedish Exhibition and Congress Centre,,Gothenburg,Sweden,,https://expomap.ru/en/expo/goteborg-book-fair/
204,Healthcare. Crimea 2026,expocrimea.com,https://expocrimea.com/events/med/,2026-09-24,2026-09-26,Yalta-Intourist Hotel,,Yalta,Russia,,https://expomap.ru/en/expo/zdravoohranenie-krym/
205,HEALTHY HAIR EXPO 2026,healthy-hair-expo.ru,https://healthy-hair-expo.ru/?utm_source=expomap,2026-09-24,2026-09-26,Event Hall 'InfoSpace',,Moscow,Russia,,https://expomap.ru/en/expo/healthy-hair-expo/
206,HoReCA Expo Georgia 2026,horecaexpogeorgia.com,https://horecaexpogeorgia.com/,2026-09-24,2026-09-24,Expo Georgia Exhibition Center,,Tbilisi,Georgia,,https://expomap.ru/en/expo/horeca-expo-georgia/
207,Idswest - Interior Design Show West 2026,interiordesignshow.com,http://interiordesignshow.com/vancouver,2026-09-24,2026-09-27,Vancouver Convention Centre,,Vancouver,Canada,,https://expomap.ru/en/expo/idswest-interior-design-show-west/
208,Interdive 2026,inter-dive.de,http://inter-dive.de,2026-09-24,2026-09-28,Friedrichshafen Exhibition Center,,Friedrichshafen,Germany,,https://expomap.ru/en/expo/interdive/
209,Interior Design Show (IDS) Vancouver 2026,interiordesignshow.com,https://interiordesignshow.com/vancouver/,2026-09-24,2026-09-27,Vancouver Convention Centre,,Vancouver,Canada,,https://expomap.ru/en/expo/interior-design-show-ids-vancouver/
210,International Hardware Fair Indonesia 2026,hardwarefair-indonesia.com,http://hardwarefair-indonesia.com,2026-09-24,2026-09-27,Jakarta International Expo (JIExpo),,Jakarta,Indonesia,,https://expomap.ru/en/expo/international-hardware-fair-indonesia/
211,International Real Estate and Investment Show 2026,realestateshow.ae,https://realestateshow.ae/,2026-09-24,2026-09-26,Abu Dhabi National Exhibition Centre,,Abu Dhabi,United Arab Emirates,,https://expomap.ru/en/expo/international-real-estate-and-investment-show/
212,Interzum Jakarta 2026,interzum-jakarta.com,http://interzum-jakarta.com,2026-09-24,2026-09-27,Jakarta International Expo (JIExpo),,Jakarta,Indonesia,,https://expomap.ru/en/expo/interzum-jakarta/
213,jobvector career day Winter 2026,jobvector.de,https://www.jobvector.de/en/karrieremesse/,2026-09-24,2026-09-24,,,Online-event,Online,,https://expomap.ru/en/expo/jobvector-career-day/
214,"Karosserie, Lackierung & Schadensmanagement (KLS) Fachtage 2026",messewieselburg.at,https://www.messewieselburg.at/messen/kls-fachtage/presse/,2026-09-24,2026-09-25,Wieselburg Exhibition Center,,Wieselburg,Austria,,https://expomap.ru/en/expo/karosserie-lackierung-schadensmanagement-kls-fachtage/
215,Lab-Supply Leverkusen 2026,lab-supply.info,https://www.lab-supply.info/,2026-09-24,2026-09-24,,,Leverkusen,Germany,,https://expomap.ru/en/expo/lab-supply-leverkusen/
216,Le Printemps Des Etudes 2026,printemps-etudes.com,http://www.printemps-etudes.com,2026-09-24,2026-09-26,Paris Convention Center Porte Maillot,,Paris,France,,https://expomap.ru/en/expo/le-printemps-des-etudes/
217,Madridjoya 2026,ifema.es,http://www.ifema.es/en/madrid-joya,2026-09-24,2026-09-28,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/madridjoya/
218,MAKEUP EXPO 2026,makeup-expo.ru,https://makeup-expo.ru/?utm_source=expomap,2026-09-24,2026-09-26,Event Hall 'InfoSpace',,Moscow,Russia,,https://expomap.ru/en/expo/makeup-expo/
219,Medbaltica 2026,bt1.lv,http://www.bt1.lv/medbaltica/,2026-09-24,2026-09-25,Riga International Exhibition Centre,,Riga,Latvia,,https://expomap.ru/en/expo/medbaltica/
220,Men's health and longevity 2026,qlm-expo.ru,https://qlm-expo.ru/,2026-09-24,2026-09-25,World Trade Centre Moscow,,Moscow,Russia,,https://expomap.ru/en/expo/muzhskoe-zdorove-i-dolgoletie/
221,MFA Effectiveness Expo Sydney 2026,itilme.com,https://www.itilme.com/,2026-09-24,2026-09-24,San Jose Convention Center,,Sydney,Australia,,https://expomap.ru/en/expo/mfa-effectiveness-expo-sydney/
222,"NCD,s FALL Trade Show 2026",thencd.com,https://www.thencd.com/tradeshow-landing/,2026-09-24,2026-09-24,Atlantic City Convention Center,,Atlantic City,United States,,https://expomap.ru/en/expo/ncds-trade-show/
