company_name,domain,description,booth,email,city,full_address,mobile_primary
AIRPROTECH SRL,airprotech.eu,"Airprotech is active globally with a wide range of solutions and products for the control of industrial emissions including VOC volatile organic compounds, VIC volatile inorganic compounds, oily aerosols from rolling, mists, solvents, odors, hydrocarbons and particles. Airprotech designs and produces: Oil recovery systems from rolling lines through scrubber and distillation, Regenerative Thermal Oxidizers for colour coating lines, Recuperative Thermal Oxidizers, Catalytic Oxidizers, deNox systems, Scrubber and activated carbon systems. All the plants are designed and produced in house.",3A34,info.airprotech@munters.com,MAGENTA,"VIA F.LLI BRONZETTI 10/12, 20013",+39029790466
AK Corporation,akglobal.net,"We are able to cast 1xxx ~ 7xxx alloys for 5"" 6"" 7"" 10"" 13"" 15"" 22"" 26"" 32"" 41.7"" billets and 520*1620, 700*2400mm sized slabs, and also can manufacture 1xxx ~ 7xxx extruded products for round bars, square bars, hexa bars and tubes.",4H07,mtshl@akglobal.net,,"70, Wonhapgang 1-Gil, Yeondong-myeon,",+82-44-998-7175
AKPA Alüminyum Sanayi Ve Ticaret A.S.,akpaas.com.tr,"Akpa Aluminium was established in 1986 in İstanbul. Aluminium profile manufacture, aluminium billet manufacture, aluminium composite panel manufacture, accessory sales are the primary fields of activity of the company. One of the main scopes is to support our economy with 800 employees of Akpa Aluminium. Our marketing team, who are experts in their fields and have great experience, work in order to meet the needs of our customers at one location.",1C56,akpa@akpaas.com.tr,,Hürriyet Mah. Dr. Cemil Bengü Cad. No: 6,444 2499
Al Alüminyum San ve Tic A.Ş.,alaluminyum.com.tr,"Operating with principles of sustainability, reliability, and being a long-term solution partner, Al Aluminium has secured a significant position in the industry for over 45 years with its wide range of products and tailor made technical service solutions.",3H18,info@alaluminyum.com.tr,,YENI DOGAN MAH. ABDI IPEKCI CAD. NO:86/1 Bayrampaşa,+902125678723
AL Circle,alcircle.com,"Thousands of aluminium professionals will gather in Düsseldorf, but there is one platform that connects the entire value chain in one place. Visit AL Circle to explore a global digital ecosystem spanning bauxite, alumina, primary aluminium, downstream manufacturing, recycling and end-use sectors. Discover market intelligence, business networking, industry reports, e-magazines and branding solutions designed to help companies identify opportunities, build partnerships and stay ahead of evolving market trends. If you're looking to expand your business reach beyond the exhibition floor, AL Circle",6M77,info@alcircle.com,Kolkata,"401A, Plot IIF/11, 4th Floor, Block -3A, Ecospace Business Park, New Town, Rajarhat,, West Bengal, 700156",91 8910106540
"Al Forge Tech Co., Ltd",aft-forge.com,"We have extensive forging expertise such as hot forging and cold forging, design, engineering expertise, and manufacturing capabilities, which makes us one of Taiwan's leading forging manufacturers. We specialize in the application of precision aluminum forging technology in industrial hardware, vehicles, bicycles, and locomotive parts to create world-class products, making us the best precision forging company in Taiwan.",5L08,alforgetech@gmail.com,Nantou city,"No.266, Nanxiang Rd., Nantou County, 540",+886492227058
AL METAL ALÜMİNYUM SAN.TİC.A.Ş.,,"ALMETAL ALUMINIUM SAN. TIC. A.Ş. is a leading industrial manufacturer specializing in aluminium billet and extruded profile production. Equipped with modern infrastructure and six extrusion presses, we produce profiles across 1xxx, 2xxx, 3xxx, 5xxx, 6xxx, and 7xxx series alloys in a wide range of dimensions. Beyond standard products, we provide custom project-based profiles for the automotive, construction, machinery, energy, defense, and furniture sectors. From billet manufacturing to final profiles, we deliver strength to industry with quality, consistency, and quick turnaround.",3E11,,Konya,"Alaylar 2 Mah. 152332 Sok. No:1 Hafif Sanayi Bölgesi, Seydişehir, 42370",
ALBAPLANT S.r.l,albaplantsrl.it,"ALBAPLANT Italian company specialising in the production of industrial furnaces. We skilfully design and manufacture furnaces and automatic lines for vacuum and controlled atmosphere heat treatment of finished or semi-finished ferrous and non-ferrous products. ALBAPLANT is based on its workforce's 30 years' experience. Our business is based on the excellence of the raw materials used and the continuous search for innovations and new technologies in the heat treatment sector. Automotive, Aerospace, Forgings, Railway, Building, Energy",5G03,info@albaplantsrl.it,Pessano con Bornago,"Via Alessandro Volta, 11 - CAP 20042, MILANO",+39 02-92111047
Albarrie Canada Limited,albarrie.com,"At Albarrie, we specialize in material handling solutions for aluminium extrusion, with a strong focus on high-performance fullback rollers designed for durability, heat resistance, and profile protection. Our product range includes roller covers, sleeves, separator rollers, and meta-aramid tape, all part of our Defender™ product line. With Defender™ Series Heat Felts, we deliver tailored solutions for demanding extrusion and high-temperature handling systems, ensuring safe, efficient material flow while minimizing wear and profile marking. Visit us to optimize your extrusion performance.",4D01,marketing@albarrie.com,,85 Morrow Rd,1.866.269.8275
ALBOND ALUMINYUM SAN.TIC.A.S.,albond.com.tr,"We're a leading manufacturer of aluminum composite panels & profiles prepainted aluminium, offering durable, sleek solutions for architectural needs. From facades to signage, our products blend aesthetics with functionality. With a focus on quality and innovation, we're committed to meeting industry demands.",3H34,export@albond.com.tr,Corlu,"Hatip Mah. Ali Osman Celebi Bulv., No 140, Tekirdag, 59860",+90 533 421 05 40
Alcas Metal Sanayi A.S.,alcas.com.tr,"Unsere Produktionsanlage ist in Tekirdag mit einer geschlossenen Fläche von 36.000 m² auf einer Fläche von 42.000 m², die speziell für die Herstellung von Aluminiumprofilen gebaut wurde und in der 420 Fachkräfte beschäftigt sind. Unsere Anlage verfügt über 5 Extrusionspressen mit 4.400 Tonnen, 2.750 Tonnen, 1.800 Tonnen ,1.540 Tonnen und 880 Tonnen. Unsere jährliche Produktionskapazität beträgt 34.000 Tonnen und es können alle Arten von Profilen von 5 mm bis 410 mm Durchmesser hergestellt werden. Wir haben die Möglichkeit, Profile bis zu 13,6 m in blank.",4D06,alcas@alcas.com.tr,Beykent-Büyükcekmece ISTANBUL,Cumhuriyet Mah. Kaya Millenium Is Merkezi Kat 7 No 139,+902128711781
Alcoa,alcoa.com,"Alcoa (NYSE: AA) is a global industry leader in bauxite, alumina, and aluminum products with a vision to reinvent the aluminum industry for a sustainable future. Our purpose is to turn raw potential into real progress, underpinned by Alcoa Values that encompass integrity, operating excellence, care for people and courageous leadership. Since developing the process that made aluminum an affordable and vital part of modern life, our talented Alcoans have developed breakthrough innovations and best practices that have led to improved safety, sustainability, efficiency and stronger communities.",6H41,,,201 Isabella Street,+1 (412) 315-2900
Alcobra GmbH - Part of Alumeco Group,,Visit us at stand 4F40!,"4F40, 6F35",,Syddanmark,"Næsbyvej 26 Odense C, 5000",
Alcomet AD,alcomet.eu,"Alcomet AD is a leading Bulgarian producer of flat-rolled and extruded aluminium products, with over 45 years of experience. The company operates a fully integrated manufacturing facility in Shumen, covering the entire downstream production cycle—from billet and coil casting through extrusion and cold rolling to prefabricated components. The plant is equipped with advanced technological solutions and has a total production capacity of 160 thousand tons per year.",3C14,office@alcomet.eu,Shumen,"2nd industrial zone, Shumen, 9700",+359 54 858 601
"ALEASTUR - Asturiana de Aleaciones, S.A.",aleasturgroup.com,"Aleastur Group is specialized in the manufacture of complex, value-added aluminium alloys that are used for different purposes and applications within the transformation chain of the proper aluminium industry. In all segments of the value chain to which our products are directed, we are considered one of the most relevant and technically advanced operators worldwide. Within our aluminium division the group currently counts with two production facilities in Spain and a third one in Bahrain.",6G20,sales@aleastur.com,,Poligono Industrial de Maqua s/n,+34985129038
ALEX GLOBAL TECHNOLOGY INC,alexrimsvn.com,"ALEX GLOBAL TECHNOLOGY VIETNAM CO., LTD is a private-owned enterprise in Vietnam. Its factory is located in the Phu Dong Industrial Zone, Tay Ninh Province, Vietnam, covering an area of ​​60,000 square meters (6 hectares). The company primarily exports to Europe and America and supplies local bicycle manufacturers with aluminum alloy raw materials, base materials, and components.Our products include aluminum alloy casting billets, aluminum bicycle frame materials, aluminum alloy seam/seamless tubing, and aluminum bicycle rims.",6H09-14,yen@alexrims.com.tw,phubng Gia Lôc,"NO. 699 SHINGWANG RD. MINGHE VILL. SHANSHANG DIST., Lô 47-12b-2,47-14, 47-15, 47-16-1, dubng N 16, KCN Phuóc Đông, Tinh Tây Ninh",+842763515288
ALEX SPA,alexspa.eu,"Alex S.p.A. is a leader company in aluminum extrusion, offering customers deep and long-standing experience. With two technologically advanced extrusion lines, we guarantee products at the highest level. Our highly qualified team ensures that all quality standards are exceeded. Sustainable development, innovation, and continuous training form the foundation of our strategy. Your advantages? Top quality and fast delivery times. Visit us to develop innovative solutions for your projects together!",1C05,info@alexspa.eu,,Z.I. Comparto C,+39 0835 462701
ALFA METAL Aluminum Industry and Trade Inc.,alfa-metal.com.tr,"ALFA METAL Aluminum Industry and Trade Inc. produces high quality, primary and secondary aluminum billets in different diameters and alloys in line with the extrusion companies’ demand. ALFA METAL holds 2 Wagstaff casting systems and state-of-the-art homogenization furnaces.",4A52,info@alfa-metal.com.tr,Istanbul,"Hadimköy Mh. Denizkizi Sokak,, No:9 34555 Arnavutköy, 34555",+902127710606
ALFOT Technologies Co LTD,alfot.com,"ALFOT fully grasp the aluminum material properties, tooling build, forging process development, heat treatment and other key technology, and has won customers recognition on product quality and manufacturing process technology capabilities. ALFOT mainly produces aluminum forging components of aerospace seat spreaders, automotive chassis parts on suspension system, motorcycle parts(anodized/machined/assembly), industrial mechanical components such as storz...etc.",5G01,info@alfot.com,Taichung City,"No. 8, 19th Rd, Taichung Industrial Park, 40850",+886-(0)-4-2359-2768
alimex GmbH Precision in Aluminium,alimex.de,"alimex is the main contact for leading companies in key industries around the world, when it comes to finding the best possible solutions targeting aluminum cast material. Being the founder of the manufacturing process for aluminum-cast-plates, alimex does not only produce plates, cuts and cnc components of the highest quality, but has also strived to meet its own aspiration concerning topics such as the sustainable handling of resources, the future-compliant development of processes and material as well as the establishment of reliable partnerships targeting the entire supply chain, for years",4B28,contact@alimex.de,,Karl-Arnold- Str. 14-16,+49215491770
ALIT TECHNOLOGIES SpA,alit-tech.com,"ALIT Technologies develops and manufactures chemicals, machines, and filtration systems for chemical paint stripping in the aluminum industry. Our solutions help powder coating and liquid coating facilities strip and recover rejected parts, clean hanging hooks and racks, extend bath life, and reduce waste and operating costs. From stand-alone chemicals to complete paint stripping systems, we support efficient and sustainable paint stripping processes.",3H42,info@alit-tech.com,San Bonifacio,"Via Cavalieri d’Italia nr. 7, Verona, 37047",+39 045 245 6638
Alkegen,alkegen.com,"Alkegen creates high performance specialty materials designed with the ultimate goal of saving energy, reducing pollution, and improving safety for people, buildings and equipment. Used in advanced applications including high-temperature insulation, electric vehicles, energy storage, filtration, and fire protection, our products enable the world to breathe easier, live greener, and go further than ever before. Our products include: • Fiberfrax® • Excelfrax® • Insulfrax® • Isofrax® • RapidFire® • Saffil® • Silplate® • Thermbond® • Thermfrax® Ultra 30G • ThermShape™",6G70,info@alkegen.com,Irving,"Mandalay Tower III, 201 East John Carpenter Freeway, Suite 900, TX, 75062",+1 716 768 6500
All.Co S.p.A.,allco.it,"FOUNDRY: 2 melting furnaces with a capacity of BILLETTS of 28 KT per year EXTRUSION: 5 presses, 2 of 1600 tons, 2 of 2200 and 1 of 2700 PAINTING: 1 vertical plant, 1 sublimation plant (wood effect) EXPORT: 30% of whole revenue DISTRIBUTION: 13 centers located in Italy and all over the world SERVICES: Research and Development Planning Office (R & D) CERTIFICATES: UNI EN ISO 9001:2015, UNI EN ISO 14001: 2015, Qualicoat, Qualitherm, Sea Side, P225, UNI/PdR 125:2022",1D50,info@allco.it,,"Via Antonio Meucci, 15",+39 0509561
Allied Mineral Products,alliedmineral.com,"Allied Mineral Products is a world leader in the design and manufacture of monolithic refractories and precast shapes. With strong sales and service teams in the foundry, aluminum, steel, heat treat/forge and industrial markets, our success is based on our dedication to Being There Worldwide with Refractory Solutions. Producing quality, consistent products is top priority at Allied and we have the products to meet your refractory needs. Our extensive product line includes innovative refractory technology and longstanding refractory alternatives.",6D35,marketing@alliedmin.com,,Energieweg 5,
Almax Mori,almax-mori.it,"Our constellation of companies design and manufacture extrusion dies up to 1000 mm diameter for any alloy and application. Thanks to our dies, through the extrusion process aluminum can be formed in the most variable forms, finding application in the construction, transport and industry sectors in general. With our job aluminum takes shape allowing your dreams to come true.",4C23,sales@almax-mori.it,,Via Matteotti 13,+390464916600
Almec Tech srl,almectech.com,"Almec Tech is a well-known provider of advanced technologies for DC cast-houses, serving companies worldwide with innovative and reliable solutions. Our mission is to support customers in identifying the most effective solutions for their needs. We design and develop hot-top billet and rolling ingot casting solutions, including pilot casting systems and rod feeder machines, washing machine. Almec Tech offers comprehensive revamping and service solutions for existing foundries and supports customers in modernizing their plants and adapting them to constantly changing production conditions.",6B43,commerciale@almectech.it,ROVERETO,"Via Fornaci, 64/D, TRENTO, 38068",+39 0464748080
ALMESAN ALÜMINYUM,almesan.com.tr,"Almesan Aluminum constructed at a 50.000 m² enclosed area and 100.000 m² open area in Turkey. An annual 50.000 ton casting and hot rolled coilmanufacturing is made via 40 ton Melting furnaces, and modern aluminum furnaces with 30 ton holding capacity with Hazelett continuous strip belt casting technology. It has 30.000 ton aluminum Disc, Slug, Cold rolled Coil, Strip, Plate, Aluminum Thick Plate and Thick Foil , Automotive Tie-rod compenents manufacturing capacity. 3xxx, 4xxx, 6xxx series alloys are produced only by Almesan Alüminyum in Türkiye with twin belt casting technology.",3E30,info@almesan.com.tr,KOCAELİ,"Arslanbey Organize Sanayi Bölgesi, 1. Cad., No:10, 41285, KARTEPE, 41285",+90 262 3513943
Almex USA Inc.,almexusa.com,"Almex USA is the leading supplier of aerospace and commercial aluminum billet and slab casting technology and equipment. The company specializes in complete turnkey “Furnace to Finish™” casthouse engineering, equipment supply, and a comprehensive technology and know-how training program. The well-rounded product line includes melting furnaces, degassing systems, DC casting machines, billet and slab casting systems, automated process control, and homogenization systems. Almex is engaged in equipment and processes involving green technology for efficient recycling of aluminum alloys.",6F05,info@almexusa.com,Buena Park,"6925 Aragon Circle, 90620",+1-714-739-0303
ALPROF SA,alprof.ro,"We extrude aluminium profiles and manufacture components for many industries, including automotive, building and construction, heavy industry, HVAC. We take pride in being a leading aluminum extrusion manufacturer, offering our customers aluminum extrusion design support, aluminum fabrication, machining and tooling, as well as parts assembly, packaging and fulfillment solutions.",1D47,office@alprof.ro,Lumina,"IC Bratianu, nr. 6,, Constanta, 907175",+40758245350
ALPSAN Aluminyum ve Plastik Profil San ve Tic A.S.,alpsan.com,"With 35 years old expertise and 150 employees team Alpsan produce aluminium profiles for a wide range of sectors such as automotive, solar, lightening, manufacturing, furniture, winter garden, lifting etc. Alpsan has three extrusion lines, one anodizing facility, one vertical paint line, one mechanical application department as inhouse. With its extrusion partners, in 2021, annual sales has been reached to 13.000 tons and planning to increase this amount in 2022.",4F27,trade@alpsan.com,,Baris Mah. 1804/4 Sok. No:3,+90 262 642 84 42
ALRO S.A.,alro.ro,"ALRO is one of the largest vertically integrated European aluminium producers, listed on the Bucharest Stock Exchange since 1997. Its Primary Aluminium Division produces wire rod, billets, and slabs, while its Processed Aluminium Division manufactures a wide range of high and very high value-added products including plates, sheets, and coils which can be used in various industries, from aerospace and automotive to building & construction, electric & electronics and general engineering. For more information, please visit our website: www.alro.ro.",3E23,ababolea@vimetco.ro,Bucharest,"116 Pitesti Street, Olt County, Cladirea Rivergate Center, Outside of the U.S., 00000",+40752105383
ALSAN Alvarez Schaer,alsan.es,Alsan is located in the east of Spain in the city of Valencia and for more than 50 years we have been in the aluminum business. We have two main divisions in our company. The chemical department where thanks to our research center we produce and sell chemical products for the pretreatment of the aluminum and the engineering department which is specialized in anodizing installations and waste water treatment plants for the aluminum market.,4A23,alsan@alsan.es,Paterna,"Ferrol 15, Pol. Ind. Fuente del Jarro, Valencia, 46988",+34961343033
Altas Aluminum,altasal.com,"Altaş Aluminum: Excellence in Aluminum Extrusion stablished in 1990, Altaş Aluminum stands as a pioneer in the aluminum extrusion industry. With a commitment to excellence, we have built a reputation for delivering high-quality products to a diverse range of industries. Our ownership structure reflects a harmonious blend of Turkish and Irish influence, with 67% Turkish ownership and 33% Irish ownership.We uphold the highest industry standards with the following certifications: IATF 16949:2016 | ISO9001:2015. Our products are exported to various corners of the world with an export ratio of 94%",1C10,info@altasal.com,Gebze,"Muallimköy Mah. 4127 Sok. No:8, Kocaeli, 41400",+902626461484
Altek Europe Limited,altek-al.com,"ALTEK is a technology-based company with specialist expertise in the design, manufacture and installation of aluminium dross and scrap processing systems. We pride ourselves on supplying market-leading end-to-end Total Dross Management solutions to maximise aluminium recoveries and optimise the casthouse. Our products include: Air-Cooled Electro-Magnetic Stirrers, Dross Presses, Castings for aluminium, dross and slag, Tilt Rotary Furnaces, Ingot Casting Lines, AluSalt, and our new development projects of Permanent Magnet Stirrers and OnSpec (molten metal alloy specification analysis).",6F51,sales@altek-al.com,,"Lakeside House, Turnoaks Business Park",+441246 383 737
Altek Metal San. Ve. Tic. A.S.,altekmetal.com,"ALTEK METAL was founded in 1987 as a solution partner in aluminium supply. The company exports to 30+ countries, mainly in Europe, and is a reference supplier in Turkey and Europe. It is Turkey’s only producer of precision milled aluminium cast plates and, since 2023, produces recycled aluminium slabs and billets in its own foundry. It is also the first and only producer of 7xxx series slabs and billets in Turkey and a pioneer in 26–32 inch billet production. With three service centres, it supplies plates, sheets, coils and extrusions, specializing in cutting, waterjet, CNC.",3B23,export@altek.com.tr,,Büyükdere Cad. No: 122 A Blok 2.Kat,+902123066000
ALTEST GTS Ltd.,altest-kmg.com,"Altest Ltd. is a leading manufacturer of aluminium and PVC profiles. The company is specialized in anodizing, vertical powder coating plant, sublimation surface effect and polishing.",3D32,office@altest-kmg.com,Burgas,"South Industrial Area, 8000",0035956880440
Alu-met GmbH,alu-met.com,"Alu-met is the largest independent producer of extrusion billets in Central Europe. The company operates two production sites: Aluminium GmbH Nachrodt (Germany) and Speedline Aluminium-Gießerei GmbH (Austria). Together, the two plants produce more than 160,000 metric tons of extrusion billets annually for the Central European market.",6F49,info@alu-met.com,Nüziders,"Bundesstraße 12, Vorarlberg, 6714",+43 5552 636 79-0
ALUCAD,alucad.com,"Manufacturing bespoke extruded and machined aluminium profiles since 2000. EU-based partner providing the security, reliability, and quality you expect at globally competitive production costs. We manage the full process from design review to extrusion, machining, surface finishing (anodisation pre- or post-machining, lacquering, polishing), accessories (including non-aluminium materials), and customised packaging tailored to your production workflow. We work around your needs to simplify your supply chain, reduce your costs, and deliver your part, ready to be integrated.",7AD17,contact@alucad.com,Argentan,"21 Avenue de l'Industrie, Normandie, 61205",0233126712
ALUEUROPA S.A.,alueuropa.com,"We always seek to provide the maximum added value for our customer, applying the necessary finishes and processes to the profile, offering competitive prices and delivering the product in the shortest possible time. We work to continuously increase the satisfaction of our customers and the competitiveness and recognition of ALUEUROPA by improving: The quality and efficiency of our processes. Products Extrusion Anodized Lacquer Machining Wood Finish Thermal Bridge Breakage Packaging and Logistics",4F15,alueuropa@alueuropa.com,,"Carretera Nacional IV, KM 32.400",+34 91 895 58 00
ALUFAR LLC,alufar.az,"ALUFAR is an aluminum extrusion manufacturer and supplier based in Azerbaijan. Since 2018, we have developed and produced aluminum profiles for architectural, construction and industrial applications. Our capabilities include profile extrusion, processing and finishing, custom profiles based on individual designs, as well as our own architectural systems. With full-cycle production and technical expertise, we provide reliable solutions from profile development to finished product.",4F05,info@alufar.az,Bakı,"Ziya Bunyadov Ave 2071, AZ1029",+994123103949
ALUFEM ALUMINYUM SAN. TIC. A.S.,alufem.com.tr,"Alufem Aluminium operates in the Kayseri Organized Industrial Zone with a 50,000 m² production facility, delivering innovative aluminium solutions. Our plant includes 1,100 USTons (5”), 2,000 USTons (7”), and 4,000 USTons (10”) extrusion press lines, enabling the production of profiles in various sizes and sections. With an annual capacity exceeding 27,000 tons, our integrated facility is supported by anodizing, powder coating, wood-effect coating, and CNC machining lines, providing reliable solutions for architectural and industrial applications.",3A23,info@alufem.com.tr,Melikgazi,"Organize Sanayi Bölgesi 17. Cadde No: 2, Kayseri, 38070",+90 352 502 3883
ALUFILE METAL TICARET VE SANAYI LIMITED SIRKETI,alufile.com,"ALUFILE Metal manufactures aluminium profiles to customer specification – from standard profiles to complex bespoke profiles for almost any application: solar profiles, facade and building profiles, industrial profiles, and complete systems such as patio roofs, sliding systems and railings. Founded in late 2025, we produce on 6,500 m² in Kapaklı (Turkey) fully integrated – from extrusion through surface finishing to mechanical processing, certified to ISO 9001, ISO 14001 and ISO 45001. Warehouse in the Netherlands for fast EU delivery.",3F32,info@alufile.com,,KARAAGAÇ OSB. MAH. 104. CAD. NO: 15/1 KAPAKLI / TEKİRDAĞ,+90 282 970 51 34
Alufinish GmbH & Co. KG,alufinish.de,"Alufinish is your competent partner when it comes to products and processes for the chemical surface treatment of aluminium, steel and zinc. We develop, manufacture and distribute these products at our Andernach site - Made in Germany. From innovative cleaners to chrome-free corrosion protection processes, colouring processes and time- or energy-saving process chemicals - we will find the right solution for you. Together with our international partner network, we have been offering these chemical pre-treatment products and processes for over 50 years. We are looking forward to your visit!",3F45,welcome@alufinish.de,,Otto - Wolff - Straße 5 - 15,0049-2632/9297-0
Aluforge GmbH,alu-forge.com,"Aluforge steht für innovative Aluminiumlösungen, präzise Fertigung und partnerschaftliche Zusammenarbeit. Wir entwickeln und fertigen kundenspezifische Aluminiumbauteile für anspruchsvolle Anwendungen und begleiten unsere Kunden entlang der gesamten Prozesskette – von Entwicklung und Konstruktion über Warmumformung und Schmieden, Zerspanung und mechanische Bearbeitung bis hin zur Montage. Mit Werkstoffkompetenz, modernen Technologien und hohen Qualitätsstandards machen wir Aluminiumbauteile leichter, leistungsfähiger und wirtschaftlicher. Besuchen Sie uns auf der Messe in Düsseldorf.",5H37,marketing-de@alu-forge.com,Geisingen,"Holcimstr. 2, 78187",
Alufra GmbH,alufra-gmbh.de,"We love Aluminium. Alufra trade and manufacture our own aluproducts from profiles. We have 2 production centres - Hambühren und Mainhardt. And also some good old partners. in 2025, we start with sheet metal processing and and with our Tubelaser from Trumpf, we have possibility to process pipes or profiles.",4F48,verkauf@alufra-gmbh.de,Hambühren,"Tweegten 8a, Niedersachsen, 29313",+49 173 6142 733
Alugen Alüminyum San. Tic . A.Ş.,alugen.com.tr,"Alugen Aluminium is aleading supplier for customer drawing profiles. With our high technology infrastructure and engineering vision, we are offering solutions starting from design, die production, extrusion, surface treatments, machining, packing and logistics. We are supplying various branches like construction, heating & cooling, electronics, automotive, furniture, etc. Alugen exports nearly all its capacity to West European countries and also have deliveries to USA.",4B52,info@alugen.com.tr,,Alkent 2000 Mah. Dr hasan Akgün cad,02128861787
AlumatIQ AS,alumatiq.com,"AlumatIQ delivers customized Robotic Anode Change Systems, which make aluminum smelters smarter, more efficient and greener. The robot automates all steps in the anode change process, providing high precision and high degree of autonomy. The operator supervises the robot. Our solution is customized according to each smelting plant’s specifications, ensuring that the solution fit the needs of your operation. The systems can be installed on existing cranes or delivered with new cranes. Prior to any investment decision, our engineers and consultants guide",6F24,frode@alumatiq.com,Mosjøen,"C.M. Havigs Gate 21, 8656",+4790146010
