company_name,domain,description,booth,email,city,full_address,mobile_primary
Dr. August Oetker Nahrungsmittel KG,oetker-professional.de,"Entdecken Sie bei uns hochwertige Produkte, originelle Rezepte und wertvolle Tipps für Profi-Köche!",,,,,07243 104-307
ebalta Kunststoff GmbH,ebalta.com,Die ebalta Kunststoff GmbH ist seit über 40 Jahren der kompetente Partner mit der nachhaltigen PU-Kunststofflösung im Formen- und Werkzeugbau.,,info@ebalta.com,,,100 91541
Edelrid GmbH & Co KG,edelrid.de,"Conquer the vertical world with EDELRID. 160 years of passion, inventiveness and groundbreaking innovations made in Germany.",,,,,
emscon GmbH,dr-plano.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
ENTRE-PRISES - EP Climbing,epclimbing.com,"EP Climbing (Entre-prises), the world’s leading manufacturer of climbing walls and holds, provides support to climbing facility, school and competition…",,,,,2023 - 2025
EQ Climbing Systems,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Evolution,evolutionvolumes.de,"PU-Holds, Macros and Wooden Volumes for your Climbing Gym - Made in Germany",,info@evolutionvolumes.de,,,
EXPRESSION,expression-holds.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Fachverband für Spezialbausanierung e.V.,fsbs.de,"Fachverband für Hochenarbeit, Höhensicherheit, Ausbildung und Höhenrettung.",,info@fsbs.de,,,
Felsenfest,felsenfest.de,"Kletterbekleidung für Indoor & Outdoor. Qualität, Funktionalität & Style. Faire Produktion in Europa. Unsere Bestseller: Obsidian Boulderhosen, Warm-Up Hoodies & Oversized Boulder-Shirts, Crop-Tops und Shorts. Klettermode für den Alltag und die Halle. Kletterhosen, Boulderbekleidung & Klettershirts.",,,,,
Fittr Ltd t/a Clava,on-clava.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Flathold,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Flipp Crashpads Ltd,flippcrashpads.com,"FLIPP Crashpads & Matting Ltd is a manufacturing company focused on gym floorings and crashpads. We are climbers, highly motivated to create products of maximum functionality, strength and comfort",,info@flippcrashpads.com,,,2.004-0333
Gamba Socks Inc.,gambasocks.com,"Discover Japanese climbing socks with LockWeave micro-grip threads. Ultra-thin comfort for tight climbing shoes, made in Nara, Japan.",,,,,10-16 224-0007
GEKCO LTD,gekco.uk,"Liquid & loose chalk engineered for superior friction with no detrimental effects to the environment. Pure Magnesium Carbonate. Zero fillers, thickeners or resin. Seawater Processed, Not Mined.",,,,,
GESMONT GRZEGORZ GROCHAL,agrestclimb.pl,"AGREST to krakowska marka wspinaczkowa, stworzona jeszcze w latach 90. ubiegłego wieku przez Grześka „Gesa” Grochala – dwukrotnego zdobywcę Pucharu Polski (1999, 2000), autora wielu nowych dróg wielowyciągowych w Polsce i na świecie, współorganizatora zawodów wspinaczkowych. Pomimo zawieszenia działalności, kilkaset stworzonych wówczas AGRESTowych produktów przetrwało próbę czasu - nadal są użytkowane i cieszą się dobrą opinią. Czerpiąc z tamtych doświadczeń, po latach AGREST wrócił do własnej produkcji z większym rozmachem i szerszym asortymentem. Własny zakład produkcyjny, pozwala dbać o najwyższą jakość produktów na każdym etapie ich powstawania – od wyboru najlepszych materiałów, po indywidualny design i grafiki. AGREST szyje odpowiedzialnie, dbając o tworzenie produktów przede wszystkim trwałych i solidnych. Działa też w duchu less waste, wykorzystując w swej produkcji materiały z odzysku (upcycling) oraz promując ideę naprawiania zamiast wyrzucania zużytej odzieży",,kontakt@agrestclimb.pl,,,+48 517 707 181 14
Ghold,ghold.fr,"Ghold, le premier fabriquant de prises d'escalade recyclables et recyclées pour les marques. Une technologie de fabrication innovante.",,hello@ghold.fr,,,
Gripsy GmbH,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
GymRealm Technology AD,gymrealm.com,"Sign in to GymRealm Manager to run your fitness, climbing, or family entertainment center. Membership, scheduling, POS, and visit tracking in one portal.",,,,,
Hangzhou Tianyan Sports Culture LTD,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
holdingGrips,holdinggrips.com,holdingGrips inspiriert mit Klettergriffen Menschen und Bewegungen - nachhaltig im Umgang mit Ressourcen und verbunden gegenüber Menschen.,,info@holding-grips.com,,,
HOLDS & WALLS GmbH,holdsandwalls.de,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
HOLU Production GmbH,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
HONOR AdventureTech B.V.,honor-adventuretech.com,"HONOR Safety & Consultancy, founded in 1948, is an international experienced manufacturer, consultant and exporting company that focusses on height safety solutions, rescue and evacuation systems.",,info@honor-adventuretech.com,,,+31 36 521 96 07
I.S.A.R Germany International Search and Rescue,isar-germany.de,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,info@isar-germany.de,,,+49 203 98 63 00 - 0
INVENTIX OOD,dreamwallclimbing.com,"Meet Dreamwall, where expertise meets the passion for climbing. We are a team of highly experienced professionals who specialize in the design, manufacturing, and installation of artificial climbing walls. We get what a climber truly dreams of, and that's exactly what we deliver – dreamwalls made wi",,sales@dreamwallclimbing.com,,,+359 899 890 796
ipf electronic gmbh,ipf.de,"In German-speaking countries, we have been synonymous with high-performance sensors in automation technology for more than four decades.",,,,,+49 2351 9365-65
Kaffeekontor Baden-Württemberg,kaffeekontor-bw.de,"Seit 12 Jahren schon sind wir Spezialist für exklusive Espresso- und Kaffeemaschinen. Wir beraten, wir verkaufen wir betreuen & wir genießen.",,,,,+49 761 38 49 69 88
Kaiclimb LTD.,kaiclimb.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,kaiclimbholds@yahoo.com,,,049) 1713547140
Kitka Climbing,kitkaclimbing.com,"Climbing holds shaped with Scandinavian touch. Lighter, stronger and more impact resistant polyurethane. Polyester for a rock-like feel and ultimate wear resistance.",,sales@kitkaclimbing.com,,,+358-8-613-9195
KleHo GmbH,handfest-holds.com,Handfest - Nachhaltige Klettergriffe aus Holz für Training und kommerziellen Routenbau!,,contact@handfest-holds.com,,,
Kletterfabrik GmbH,kletterfabrik.ch,Kletterfabrik.ch,,,,,
Kletterfirmen Media-Dienst,baumpflegeportal.de,"Baumpfleger in Ihrer Nähe finden, Baumprobleme lösen und Expertenwissen entdecken – mit dem Baumpflegeportal für gesunde und sichere Bäume.",,,,,73 06 04 10
Kletterkultur GmbH,kletterkultur.com,"KLETTERKULTUR, CLIMBING, KLETTERN, ROUTENBAU, WANDBAU, ROUTE SETTING",,,,,
KletterRetter GmbH,kletterretter.com,"KletterRetterß Spezialisierte Produkte für Kletterer. Von Handcreme für Kletterer über Magnesia bis hin zu Fingertape und Erste-Hilfe-Sets findest du in unserem Sortiment hochwertige Artikel für bessere Performance beim Klettern und Bouldern. Ob vor, während oder nach dem Klettern – KletterRetter rettet deine Haut!",,kontakt@kletterretter.com,,,+49 7631 937 1550
Kletterwand Service,kletterwand-service.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,info@kletterwand-service.com,,,+43 664 860 95 46
KristallTurm Safety & Service,kristallturm.de,Professionelle Konzeption und Umsetzung Ihrer individuellen Abenteueranlage! ➤Hochseilgärten ➤Boulderwände ➤Spielplätze ➤ Ninja Parcours uvm.,,service@kristallturm.de,,,+49-(0)8042-91253 - 0
KS Graphik,steilstein.de,Geilsteile Steilsteine für steile und weniger steile Wandteile,,,,,0176-41696301
KSK - Kölner Seil Kommando GmbH,koelnerseilkommando.de,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,112-198 / 112-199
L & P Ascend Ventures,lp-ascend.de,"Wir entwickeln Social-Media-Strategien, Branding und Content für Kletterhallen, Sportmarken und Lifestyle-Unternehmen. Kreativ, wirkungsvoll und datenbasiert.",,info@lp-ascend.de,,,+49 (0) 176 47674539
La Sportiva,lasportiva.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
LACD GmbH,lacd.de,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
LEMUR Design,lemurdesign.ca,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Lep Je Dan Studio For Creative Electronics,lepjedan.si,"Lep Je Dan develops a professional climbing timer and timing system for speed climbing, bouldering and lead competitions. Perfect climbing timer solution for gyms and competitions.",,,,,
Les Arts de la Grimpe Distribution,boutique-lesartsdelagrimpe.com,"Les Arts de la Grimpe boutique spécialisée escalade, vous propose un choix inégalé de prises et volumes et d'équipement individuel d'escalade. Falaise, salle...",,,,,06 66 06 75 89
LineGrip Corp. Ltd.,linegrip.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
"LIZARD CLIMBING TECHNOLOGIES, S.L.",lizcore.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Mad Rock Europe,madrock.eu,"Official Webshop for Mad Rock Europe. Innovative, highly technical and affordable climbing shoes and gear.",,,,,
MBS Industry,mbs-industry.com,MBS Industry met au service de l'escalade sa passion et ses compétences en proposant des technologies rendant accessible la grimpe pour tous !,,,,,2024 2026
mega holds GmbH,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
MG SPORT,modugame.fr,"Conception et fabrication d'équipement sportif, tapis et protections en mousse pour espaces sportifs, scolaires, ludiques et pro, standard et sur mesure.",,,,,
Moon Climbing Ltd,moonclimbing.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Motif Climbing Grips,motifclimbing.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,contact@motifclimbing.com,,,+61 422 854 048
Mount EverQuest,mounteverquest.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,info@mounteverquest.com,,,
Münchner Baumkletterschule GmbH,baumkletterschule.de,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Natural Crux SC,naturalcrux.com,About us,,info@naturalcrux.com,,,
Ningbo ANTI-GRAVITY,agholds.com,"AG Climbing Holds Original climbing Holds, durable quality and ultra-high cost performance are all for you！",,office@agholds.com,,,
"Ningbo Giga Fall Protection Equipment Co,Ltd",,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Nutzeffekt GmbH,boulderado.eu,"Nurture your gym’s most valuable assets: route setting, courses and events, your staff, and of course, climbers",,,,,
Oben Magazin Agentur für Gestaltung,oben-online.de,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
"Oberalp Group (Evolv, Wild Country)",evolvsports.com,"Evolv's quality & performance gear for climbing & bouldering enthusiasts. Best climbing shoes, footwear, crash pads, accessories and more. Come in!",,,,,160.00 2026
OLIO,olio-climbing.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
On Top Klettern,ontopklettern.de,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,02236) 8905-80
ORIGINAL CONCEPT CONSTRUCTION,construction-occ.com,"OCC conçoit, fabrique et installe des murs d’escalade sur mesure dans le Jura, en France et en Europe. Présentez-nous votre projet.",,contact@construction-occ.com,,,06 59 333 223
Peakaboo Climbing Holds,peakaboo.de,Introducing our newest addition the “Moving shadows” dualtex-macros!,,,,,
Petzl Deutschland GmbH,petzl.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Polskok Ltd.,protechmat.com.pl,NOWOŚĆ! Mata HYBRYDOWAPołączenie maty PCV z wykładziną.WięcejMaty do boulderinguJesteśmy obecni na rynku od 2004 roku. Tworzymy maty do boulderowni w całej Europie!Dowiedz się więcejMata pokrowiec wykładzinaLepsze ugięcie tj. mniejsze przeciążenie dla stawów. Przeciążenia użytkownika na macie utrzymane w optymalnych wartościach WięcejMata pokrowiec PCVWięcej Poprzedni Następny Nasze maty. Twoja pasja! Polskok ProTechMat Witaj na stronie Polskok […],,polskok@polskok.com.pl,,,+48 032 642 37 47
Polytalon GmbH,polytalon.com,"Klettergriffe - Innovative Shapes, abwechslungsreicher Routenbau und ein neues Klettererlebnis für alle Schwierigkeitsgrade. Made in Germany.",,info@polytalon.com,,,2026-03-23
ProGrade srl,prograde.it,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,info@prograde.it,,,
Regupol Germany GmbH & Co. KG,regupol.com,"We offer you professional sports and safety flooring, anti-slip mats, products for impact sound insulation, vibration isolation and protective layers.",,info@regupol.eu,,,+49 2751 803-0
Resch & Frisch Deutschland GmbH,resch-frisch.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Resetter Climbing AG,rsttr.com,Non-polishable and fossil-free climbing holds from Switzerland,,andreas@rsttr.com,,,+41 71 394 91 21
Rhönholds,rhoenholds.de,Rhönholds bietet professionelle Klettergriffe und Routenbau-Dienstleistungen in Deutschland. Service für Kletter- und Boulderhallen. Klettergriffe inspiriert von der Natur,,,,,
Rock Technologies Limited,rocktechnologies.co.uk,"Discover high-quality, sustainable climbing chalk by Rock Tech, UK manufacturer with 25 years' experience, supporting climbers of all levels.",,info@rocktechnologies.co.uk,,,+44 (0) 1457 872280
ropesolutions,ropesolutions.eu,"PSAgA, Gerüstbau, Bodensee, Absturzsicherung, Gerätesatz catchpack SAFE, catchpack LIFT, catchpack HOLD, ERHT, Einfache Rettung, Baden-Württemberg",,,,,+49 (0) 7544 - 96791 20
Rubber Holds,rubberholds.com,Rubberholds 2020,,,,,
SAFETRIPP GmbH,safetripp.de,"SAFETRIPP Inh. Hugo Tripp bietet umfassende Lösungen rund um Rettung aus Höhen und Tiefen, Behälterbefahrung und Absturzsicherung. easyBRIK ist die knotenfreie Revolution für Feuerwehren.",,info@safetripp.de,,,+49 (421) 51 90 40-00
Savage Climbing,savageclimbing.com,"Handmade climbing brushes with replaceable hair.Each Savage brush is a unique masterpiece, handmade with sustainable materials, including recycled wood and your choice of vegan or boar hair bristles.",,info@savageclimbing.com,,,+359898622677
SECRET HOLDS,secretholds.com,Secret Holds is a climbing holds manufacturing brand for climbers and routesetters based in EU. Visit us for holds on your climbing wall,,,,,
SequenzBoard,sequenzboard.com,Das anfÃ¤ngerfreundlich Trainingsboard fÃ¼r Klettertechnik. Komplementiere Kletterkurse oder ermÃ¶gliche das selbstÃ¤ndige und gamifizierte Lernen von Klettertechnik in Deiner Halle.,,,,,
"Shenzhen Huayou Sports Technology Co., Ltd.",aio-holds.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
Shenzhen Lishi Sports Products,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
SIA Texora,texora.eu,"Founded by industry-leading professionals, with many years of experience in manufacturing, engineering and weaving, TEXORA is a world-class designer and manufacturer of textile lifting slings and safety products including fall protection harnesses, safety belts, shock absorbers and lanyards.",,,,,
SINT ROC SRL,sintroc.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,info@sintroc.com,,,+39 0464 518427
Site-Optimierer,routes-manager.de,Deine Routendatenbank - innovativ & flexibel ★ Routenbauplanung ★ Digitale Routendisplays ★ Wartungsintegration ★ Mobil-App uvm. ✅ Jetzt informieren,,,,,
Skalo Climbing for a Better Future UG,skaloclimbing.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
SNAP,snapclimbing.com,"Crashpads, sacs, vêtements et accessoires conçus pour l’escalade moderne. Matériel technique, durable et pensé pour grimper ensemble",,,,,
Stax Climbing,staxclimbing.com.au,"Stax climbing designs and builds climbing gyms, manufactures plywood climbing volumes, supplies climbing retail products and distributes climbing holds to the Australia and New Zealand market.",,,,,
Sup’r Climbing,suprclimbing.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
T-Wall GmbH,t-wall.org,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,info@t-wall.org,,,+49-(0)69-419091
"The Better Wall Sports Technology Co., Ltd.",thebetterwall.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
TN Climbing,tnclimbing.de,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,info@tnclimbing.eu,,,
Tomáš Sláma,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
TopLogger,toplogger.nu,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
TOPPAS,toppas.de,TOPPAS ist ein vollautomatischer Kletterautomat für Kletterhallen und Hochseilgärten. Sicher und professionell für Klettern ohne Sicherungspartner.,,info@ntt-valley.de,,,+49 8024 50 37
Trickit Ltd,trickitholds.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
TruBlue Technologies,trubluetech.com,TruBlue Technologies engineers safety solutions for adventure and professional environments. Explore products built for performance at height.,,,,,
TS Trade LTD Thrill Seeker Climbing Holds,thrillseekerholds.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,+359)895650044
TYYNY,tyyny.fr,Aménagement et sécurisation d'espaces sports et loisirs,,,,,04 77 40 21 30
UNDER BLUE HOLD LLC,shop.ubh.co.jp,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,2026/08/03 10
Unit Holds B.V.,unitholds.com,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,theholdshop@gmail.com,,,+82 10 7644 4774
Usteto Climbing Walls,usteto.com,"The mouth has more than 33 years of experience in man-made structures, climbing equipment, grips, fiberglass reliefs and plywood reliefs",,office@usteto.com,,,
VerSys GmbH Vertikale Systeme,versys-gmbh.de,"Wir bauen Kletterwände. Entdecken Sie VerSys Kletterwände, Boulderwände, Boulderhallen, Trainingswände und vieles mehr.",,info@versys-gmbh.de,,,02235 71220
Vertical-Life GmbH,vertical-life.info,"Find a topo for your next climb, stay up-to-date, track your ascents and share them in your personal logbook - all on our mobile app and website.",,,,,
VirginGrip s.r.o.,virgingrip.com,"Climbing holds, footholds and FRP macros for climbing gyms and bouldering walls. Durable materials for professional route setting.",,grip@virgingrip.com,,,382 403 36
