company_name,domain,description,booth,email,city,full_address,mobile_primary
Coface,coface.nl,"De Coface Groep, opgericht in 1946, is aanwezig in 100 landen met 4.100 specialisten en daarmee een wereldleider in kredietverzekeringen. De belangrijkste missie van Coface is het verzekeren van bedrijven tegen onbetaalde facturen. Coface Nederland maakt deel uit van het snelst groeiende internationale kredietverzekeringsnetwerk. De brede internationale aanwezigheid, expertise en ervaring maken de bescherming die Coface Groep kan bieden tegen commerciële risico’s uniek.Coface draagt bij aan het soepele functioneren en de lange termijnontwikkeling van alle mogelijke soorten bedrijven, ongeacht hun omvang of de sector waarin ze actief zijn. Zo bevordert Coface het klimaat van vertrouwen tussen de economische deelnemers in de landen waar deze bedrijven en hun klanten zijn gevestigd. Voor het bedrijfsleven kan cashflow vaak het verschil maken tussen succes hebben en falen. Daarom zijn wij met name alert op het risico van te late en niet-betaling van facturen.Coface is dé partner als het gaat om resultaat- en klantgerichte oplossingen op het gebied van creditmanagement.",Stand 11,info-netherlands@coface.com,Breda,"Stationsstraat 20, 4800 DJ, Breda, Nederland",076 - 573 71 71
Credit Management Jobs,creditmanagementjobs.nl,"Bij Credit Management Jobs garanderen we dat alle creditmanagement professionals en organisaties binnen ons uitgebreide netwerk snel de juiste match vinden, zonder onnodig lange processen. We hebben altijd creditmanagement professionals beschikbaar voor bemiddeling en directe inzet. Ons team is diep geworteld in de sector en beschikt over een scherp inzicht in de huidige trends en ontwikkelingen. We begrijpen de behoeften van organisaties en weten precies waar en wanneer een creditmanagement professional beschikbaar komt en nodig is. Dankzij deze expertise kunnen we effectief inspelen op de vraag van de markt en zorgen voor een naadloze aansluiting tussen de creditmanagement professionals en organisaties met de focus op kwaliteit en efficiëntie, om snel een verschil te maken waar dit het meest nodig is.",Stand 33,info@cmjobs.nl,Utrecht,"Ramstraat 27, 3581 HD, Utrecht, Nederland",+31(0)30-2006950
Credit-IQ by Atradius,credit-iq.com,Credit-IQ maakt debiteurenbeheer gemakkelijk. Automatiseer handmatig werk en zorg voor een gezonde cashflow.Voordelen van Credit-IQ:Unieke kenmerken:Kies voor Credit-IQ en ervaar hoe eenvoudig effectief debiteurenbeheer kan zijn.,Stand 45,s.vanderaa@atradius.com,Amsterdam,"David Ricardostraat 1, 1019 BW, Amsterdam, Nederland",
CreditDevice,creditdevice.com,"CreditDevice is al 20 jaar een toonaangevende speler in de creditmanagement branche. Als IT bedrijf ontwikkelt CreditDevice zijn eigen creditmanagement gerelateerde softwareproducten. De oplossingen stelt bedrijven in staat om onderbouwde zakelijke beslissingen te nemen, kansen te identificeren en risico’s te verkleinen. De geavanceerde creditmanagement software, voldoet aan de snel ontwikkelde marktbehoeften van hedendaagse ondernemingen en helpt klanten de communicatie over achterstallige facturen te vereenvoudigen.",Stand 2,info@creditdevice.nl,Noordwijk,"Rudolf Tappenbeckweg 4, 2202 CD, Noordwijk, Nederland",+31(0)71 364 0060
DBI Professionals,dbiprofs.nl,"DBI Professionals Bij ons geen lange praatjes of wollige beloftes. Ambitie, Lef, Kwaliteit en Snelheid – dát is ons DNA.Wij zijn DBI Professionals: een detacheringsbureau in finance & creditmanagement dat dingen nét anders doet. We leiden jonge talenten op in ons traineeship, zetten ervaren professionals in bij topbedrijven en zorgen dat opdrachtgevers nooit misgrijpen.Hoe? Door écht te luisteren, snel te schakelen en altijd te leveren wat we beloven. Geen woorden maar daden. Daarom kiezen professionals en opdrachtgevers voor ons.DBI Professionals. Wij brengen finance & creditmanagement in beweging.",Stand 15,info@dbiprofs.nl,Zoetermeer,"Jacob Leendert van Rijweg 74, 2713 JA, Zoetermeer, Nederland",079-8909513
DKV Legal,dkvnieuwegein.nl,"Het fundament van DKV Legal is gevormd door meer dan 70 jaar kennis en expertise op het gebied van incasso en deurwaarderij. Onder de DKV-paraplu bieden wij:Wij zijn geen bulkuitvoerder en wij zijn ook niet van ‘u vraagt, wij draaien’. Wij komen altijd proactief met eerlijke, daadkrachtige en concrete oplossingen en advies passend bij jouw organisatie en jouw relaties. Stevig waar nodig, warm waar kan.Daarbij zijn wij altijd bezig met ontwikkeling en vernieuwing en steeds aansluitend bij de vragen die in de maatschappij en de branche spelen. We starten met een goed gesprek om helder te krijgen wat voor jouw organisatie echt belangrijk is en om jouw klant goed te kunnen helpen.Samen ontwikkelen we een duurzame aanpak, gebruikmakend van vernieuwende digitale oplossingen en nieuwe bewezen aanpakken. DKV staat voor kwaliteit, karakter, maatwerk en kennis. Wij ontzorgen jouw organisatie en lossen schulden op!www.dkvnieuwegein.nl",Stand 39,dkv@dkvnieuwegein.nl,Nieuwegein,"Ratelaar 40, 3434 EW, Nieuwegein, Nederland",030-6080470
FIQAS Software,fiqas.nl,"FIQAS ondersteunt sinds 1989 organisaties in hun order to cash-proces. Van transacties verwerken en tariferen tot het daadwerkelijk factureren en incasseren van facturen, ongeacht type organisatie of sector.Wij zijn gespecialiseerd in het uitvoeren van complexe en omvangrijke processen. Maandelijks verwerkt ons Abillity®-platform meer dan een miljard transacties, worden er miljoenen facturen gemaakt en gedistribueerd, wordt er voor honderden miljoenen aan betalingen geïncasseerd en verwerkt en tienduizenden herinneringen verstuurd.Het is niet voor niets dat diverse aansprekende bedrijven van over de hele wereld kiezen voor de kennis en kunde van FIQAS en haar Abillity®-platform.Over FIQASMet zo’n 55 enthousiaste professionals werken we vanuit ons uniek ingerichte kantoor in Aalsmeer, nabij Amsterdam. Meer dan de helft van onze collega’s werkt al meer dan 10 jaar bij ons bedrijf, een groeiende groep zelfs meer dan 20 jaar. Daarmee beschikken we over enorm veel – in house – deskundigheid en ervaring, die we met trots inzetten om dagelijks van toegevoegde waarde te zijn voor de prachtige bedrijven die vertrouwen op onze dienstverlening.",Stand 16,sales@fiqas.nl,Aalsmeer,"Hornweg 5, 1432 GD, Aalsmeer, Nederland",0297 38 23 23
Flanderijn,flanderijn.nl,"Flanderijn Helpt Klanten Betalen . Daarvoor bieden wij innovatieve en effectieve betaalstrategieën op het gebied van facturatie, debiteurenbeheer, minnelijke incasso, gerechtelijke incasso en schuldbewakingsprocessen die leiden tot duurzame betaaloplossingen. Daarbij staat bij Flanderijn samenwerking in de keten (van schuldeiser tot hulpverlening) centraal.",Stand 12,rotterdam@flanderijn.nl,Rotterdam,"'s-Gravendijkwal 134, 3015 CC, Rotterdam, Nederland",088-2092444
GGN,ggn.nl,"GGN is ontstaan uit een groot aantal zelfstandige deurwaarderskantoren en heeft zich de afgelopen jaren volledig toegelegd op sociaal maatschappelijk incasseren. In Nederland kan 74% van de mensen met schulden, deze schuld niet betalen. Een onwenselijke situatie waarin GGN het verschil kan maken. Niet voor niets zeggen wij dat aandacht loont. Een filosofie waarbij niet meer de schuld, maar de persoon áchter de schuld centraal staat om problematische schulden te voorkomen. Sociale incasso levert namelijk meer op. Het zorgt dat klanten niet verder in de problemen komen, het zorgt voor een snellere betaling en uiteindelijk zorgt het voor tevreden klanten en opdrachtgevers. GGN is daarin de koploper waarbij we met behulp van aandacht, data en de menselijke maat, de klantrelatie weer echt centraal laten zijn.",Stand 1,info@ggn.nl,Rotterdam,"Willemsplein 489, 3016 DR, Rotterdam, Nederland",088 - 331 6678
Hooikammer Groep – FIDRON,hooikammergroep.nl,"Een full service loket voor al uw bergings, onderzoek & recovery en fleetservice behoeften in de mobiliteitsbrancheOnze Pijlers",Stand 3,info@hooikammergroep.nl,Staphorst,"Oude Rijksweg 201, 7951 EE, Staphorst, Nederland",088 - 24 24 724
Intrum,intrum.nl,"Intrum is toonaangevend in Europa op het gebied van Credit Management Services (CMS). Met een uitgebreid pakket aan diensten, inclusief debiteurenbeheer en incasso services , om meetbaar de cashflow en lange termijn winstgevendheid van klanten te verbeteren. Intrum Justitia is opgericht in 1923 en genoteerd aan de Nasdaq Stockholm sinds 2002.Op 27 juni 2017 zijn Intrum Justitia en Lindorff gecombineerd om zo de toonaangevende leverancier op het gebied van credit management services te vormen. Samen zij wij actief binnen 24 landen door heel Europa, met een team van ongeveer 8.000 medewerkers die zich dagelijks inzetten voor een gezonde economie en het op duurzame wijze verbeteren van de financiële situatie van uw klanten.Intrum is aangesloten bij de Nederlandse Vereniging van Incasso Ondernemingen (NVI) en beschikt over het Incasso Keurmerk van de NVI, dat periodiek wordt getoetst door het (onafhankelijke) Keurmerk Instituut. Voor meer informatie kunt u terecht op www.intrum.nl .",Stand 5,sales.nl@intrum.com,Amsterdam,"Teleportboulevard 136-142, 1043 EJ, Amsterdam, Nederland",+31 (0)88 222 5233
Justified,justified.be,It’s all about solving the legal blackbox and increasing your cash-in. Eindelijk dé oplossing voor je financieel team om het incasso en gerechtelijk invorderingsproces van openstaande facturen op de voet te volgen en te beheren. No more blackbox! +530.000 onbetaalde facturen liepen reeds door het transparant en inzichtelijk invorderingsproces van Justified.,Stand 37,sales@justified.be,Gent,"Zwijnaardsesteenweg 169 bus 0103, 9000, Gent, België",+32 9 324 03 97
Landelijke Associatie Van Gerechtsdeurwaarders,lavg.nl,"Wij zijn een landelijk actieve incasso- en gerechtsdeurwaardersorganisatie met haar oorsprong in het Noorden van het land. Een open cultuur, korte lijnen en een ontwikkelgerichte werkomgeving kenmerken onze organisatie. Wij begrijpen dat ook de klant van onze klant koning is. Ontzorgend incasseren met behoud van uw klant. Dat is onze belofte.Financiële zekerheid Iedere opdrachtgever, elk bedrijf en elke organisatie heeft zijn eigen wensen en behoeften. Samen met u bekijken we het debiteurenbeleid en de gestelde doelen van uw organisatie. Op basis hiervan stellen wij onze dienstverlening op een duurzame en verantwoorde wijze samen. LAVG biedt u financiële zekerheid en continuïteit: wij garanderen u een gezonde financiële huishouding en een hoog rendement op uw incassozaken.",Stand 10,info@lavg.nl,GRONINGEN,"Van Elmptstraat 16-1, 9723 ZL, GRONINGEN, Nederland",088-528400
LegalMike,legalmike.ai,"LegalMike is dé juridische AI-assistent voor incasso-organisaties, gerechtsdeurwaarders en juridische teams.Incassodossiers raken vaak meerdere juridische onderwerpen tegelijk: vorderingen, verjaring, consumentenrecht, contracten, beslag en executie. LegalMike helpt incassospecialisten sneller relevante wetgeving, rechtspraak en juridische bronnen te vinden, zodat dossiers zorgvuldig en controleerbaar onderbouwd blijven. Met directe toegang tot alle Nederlandse wetgeving, actuele rechtspraak en Europese bronnen bereid je correspondentie efficiënter voor en onderbouw je juridische vragen beter, altijd met herleidbare bronvermeldingen.Klanten als Flanderijn zetten LegalMike in om efficiënter te werken en het juridisch denkproces te verbeteren, zonder de eigen expertise uit het oog te verliezen.Meer weten? Bezoek ons op Creditexpo of ga naar legalmike.ai/incasso",Stand 19,info@legalmike.ai,Groningen,"Heresingel 19, 9711 ER, Groningen, Nederland",085 006 4686
LikiFree,likifin.nl,"LikiFree, onderdeel van LikiFin Gerechtsdeurwaarders, laat zien dat incasseren ook anders kan. Met LikiFree blijven incasso- en deurwaarderskosten achterwege voor de debiteur, terwijl opdrachtgevers sneller en meer incasseren. Zo voorkomen we dat een betalingsachterstand onnodig uitgroeit tot een problematische schuld, zonder concessies te doen aan resultaat of juridische slagkracht.Door sociaal incasseren te combineren met de expertise van een gerechtsdeurwaardersorganisatie realiseren we een aanpak die financieel én maatschappelijk werkt. Organisaties ontvangen hun geld sneller, debiteuren houden perspectief en de kans op duurzame betaling neemt toe.Benieuwd hoe een incassomodel zonder kosten voor de debiteur juist méér rendement kan opleveren? Bezoek de stand van LikiFree en ontdek hoe hoofdsom gewoon hoofdsom kan blijven.",Stand 40,info@likifin.nl,Rotterdam,"Schiedamsedijk 37, 3011 ED, Rotterdam, Nederland",088 282 22 22
Nymus,nymus.be,"Als onafhankelijk dienstverlener neemt Nymus een unieke positie in op de markt. Door gebruik te maken van eigen technologie zijn we niet gebonden aan andere systemen of serviceproviders. In combinatie met een compact team, een geoliede structuur en een financieel plaatje dat klopt, kunnen we onze klanten altijd de best mogelijke oplossing aanbieden.Nymus begint pas waar andere billing service providers er de brui aan geven. Ons werk is pas af wanneer jouw businessdoelen zijn bereikt. Of dat nu gaat om je cashflow te optimaliseren, je processen efficiënter te maken of je digitale klantervaring te verbeteren. Echt tevreden zijn we pas wanneer je ons niet meer ziet als een leverancier, maar als een betrouwbare partner.",Stand 45,info@nymus.be,Deurle,"Xavier De Cocklaan 68, 9831 DEURLE, Deurle, België",
Onguard,onguard.com,"De missie van Onguard is om bedrijven financieel gezond te maken. Wij helpen je betaald te krijgen, en sneller betaald te krijgen, want een betere cashflow leidt tot een verbeterde winstgevendheid. Onze credit management oplossingen combineren interne en externe gegevens om een grondig inzicht te krijgen in het betalingsgedrag van debiteuren. Zo kun je financiële risico’s identificeren, beoordelen en beheersen en slimmer en zorgvuldiger communiceren over onbetaalde facturen. Wat leidt tot snellere betalingen, minder afschrijvingen en lager klantverloop. Onguard is een bedrijf met meer dan 30 jaar ervaring in het faciliteren van geoptimaliseerd werkkapitaal door middel van slim credit management. Bottom line, wij bieden waardevolle tijd met jouw klanten door het afhandelen van de dagelijkse activiteiten.",Stand 26,info@onguard.com,Amsterdam,"Paasheuvelweg 9A, 1105 BE, Amsterdam, Nederland",+31 (0) 88 256 66 66
PAIR Finance,pairfinance.com,"PAIR Finance is een toonaangevende FinTech in Duitsland op het gebied van digitaal debiteurenbeheer. Het bedrijf transformeert de incasso-industrie door debiteurenbeheer duurzaam, digitaal, efficiënt en klantgericht te maken. Dankzij kunstmatige intelligentie, gedragsanalyse en data science zet PAIR Finance een nieuwe standaard in incassobeleid, waarbij zowel zakelijke klanten als consumenten worden ondersteund.Meer dan 550 bedrijven uit verschillende sectoren werken al succesvol met de incasso-oplossing voor het digitale tijdperk. Het snelgroeiende bedrijf werd in 2016 opgericht in Berlijn en heeft een gerenommeerde private equity investeerder, Pollen Street, als partner. Met ongeveer 250 ervaren medewerkers in Berlijn, Amsterdam en Wenen wordt PAIR Finance geleid door oprichter en CEO Stephan Stricker.",Stand 28,zoe.vanysseldijk@pairfinance.com,Amsterdam,"Vijzelstraat 68, 1017 HL, Amsterdam, Nederland",
Ping Media,pingmedia.nl,,Stand 35,info@pingmedia.nl,Amersfoort,"Zuidsingel 22, 3811 HB, Amersfoort, Nederland",033 4621 390
POM,pom.eu,"POM helpt organisaties in uiteenlopende sectoren om beter, sneller, klantvriendelijker en socialer te incasseren, tegen lagere kosten. Met onze oplossingen bieden we organisaties én hun klanten gemoedsrust. Daarom staat POM voor ‘Peace of Mind’. Hoe we die peace of mind voor elkaar krijgen? Door ons geavanceerde technische platform te combineren met een mensgerichte benadering.Onze oplossingenDe missie van POM is om klanten een prettige en moeiteloze betaalervaring te bieden: gebruik je POM, dan betaal je met een glimlach. Daarnaast verlichten we het werk van facturatie- en creditmanagementteams door maximaal te automatiseren – van de factuur tot de laatste aanmaning. Maak kennis met POM Invoice, POM Payment en POM Collect!POM InvoiceMet POM Invoice wordt het facturatieproces een fluitje van een cent. Of het nu op papier of digitaal gaat, POM Invoice automatiseert en vereenvoudigt het factureringsproces. Organisaties kunnen onze moderne factuurtemplates combineren met hun eigen huisstijl en de factuur versturen via het favoriete kanaal van hun klant. Zo ervaren klanten een moeiteloze betaalervaring én krijgen organisaties sneller betaald.POM PaymentEen simpele klik op de betaallink of een scan van QR-code. Zo start elk betaalproces via POM Payment. Een paar klikken later is de betaling al afgerond. Makkelijk, snel efficiënt en klantvriendelijk. Met directe betalingen naar de bankrekening van de organisatie en een supersnelle verwerking.POM CollectHet best mogelijke debiteurenbeheerproces met hulp van automatisering en kunstmatige intelligentie, dat is POM Collect. Automatische opvolging van openstaande facturen, slimme herinneringen en een gepersonaliseerde benadering stimuleert goed betaalgedrag en versterkt de relatie met klanten. POM Collect helpt ervoor te zorgen dat facturen op tijd worden betaald én geeft inzicht in klanten en hun betaalgedrag.“Met POM Invoice, POM Payment en POM Collect omvatten we het gehele order-to-cashproces en helpen we organisaties beter, sneller, socialer én tegen lagere kosten te incasseren.” Kees Neven , CEO POM",Stand 20,info@pom.eu,Alblasserdam,"Van Coulsterweg 2, 2952 CB, Alblasserdam, Nederland",+31(0)85 - 273 7494
Postex,postex.com,"Postex is een Europese technologiepartner voor klantcommunicatie, betalingsverkeer en creditmanagement. We helpen organisaties berichten, documenten en betaalverzoeken veilig en gepersonaliseerd te versturen. Ons Europees cloudplatform integreert naadloos met bestaande systemen zoals ERP, DMS en CRM.AI ondersteunt gepersonaliseerde inhoud, optimale timing en kanaalkeuze voor maximale impact. Postex versterkt creditmanagement met slimme betaalstrategieën en realtime betaalinzichten. We combineren datagedreven communicatie met een persoonlijke, klantvriendelijke benadering.Postex voldoet aan Europese standaarden voor privacy, veiligheid en compliance (zoals GDPR). Overheden, verzekeraars en zorginstellingen vertrouwen ons voor hun kritieke communicatieflows.Onze oplossingen zijn snel inzetbaar, schaalbaar en vergen minimale IT-inspanning. Met Postex krijgt elke interactie niet alleen bereik, maar ook resultaat.",Stand 41,info@postex.com,Gouda,"Burg. Jamessingel 41, 2803 WV, Gouda, Nederland",+31 88 07 07 400
Quadient,quadient.com,"Voor bedrijven – klein of groot, lokaal of wereldwijd – is elke interactie met hun klanten van cruciaal belang. Een zakelijke transactie betekent tegenwoordig meer dan dat alleen. Het is een mogelijkheid om een betekenisvolle verbinding aan te gaan. Een moment om een positieve impact te hebben op iemands leven. Het is een mogelijkheid om een klant in een echte merkambassadeur te veranderen en een kans om een klant voor het leven te winnen.Quadient is de drijvende kracht achter ’s werelds meest betekenisvolle klantervaringen. Wij helpen organisaties een uitzonderlijke ervaring te bieden door ons te richten op drie belangrijke oplossingen:Speciaal voor kleine en middelgrote bedrijven is Quadient Impress ontwikkeld. Quadient Impress is een complete SaaS-oplossing voor multichannel communicatie die uw volledige workflow voor uitgaande documenten automatiseert, zodat u overal vandaan documenten kunt verwerken, verzenden en beheren. Het geeft u de flexibiliteit om transactiedocumenten zoals facturen, kennisgevingen en brieven te verzenden via verschillende kanalen: print (zelf geprint of uitbesteed), digitaal (bijv. email of portal) of volledig elektronisch (EDI, bijv. PEPPOL). Daarnaast biedt Quadient software aan op het gebied van Account Receivable en Account Payable.",Stand 17,Informatie.nl@quadient.com,Almere,"Transistorstraat 7, 1322 CJ, Almere, Nederland",036-5496 300
Riverty,riverty.com,"Een wereld waarin het bedrijfsleven tegemoet komt aan de behoeften van de mensheid. Waar financiële technologie het verschil maakt. Waar iedereen controle heeft over zijn eigen financiële verhaal. Bij Riverty bouwen we daar samen aan. Met een team van meer dan 5.000 experts in 13 landen vinden we slimmere, eenvoudiger, naadloos verbonden manieren om uw geld te beheren. Van flexibele betalingen tot accounting en schuldinning, onze integrale modulaire oplossingen stellen iedereen in staat om het beste financiële leven te leiden. Het is tijd voor een nieuw tijdperk van economische vrijheid.",Stand 6,,Heerenveen,"K.R. Poststraat 90-5, 8441 ER, Heerenveen, Nederland",+31(0) 85 04 71 960
