company_name,domain,description,booth,email,city,full_address,mobile_primary
Forecourt Solutions Ltd,forecourtsolutionsltd.com,,Stand D8,,,,1500-800-800
Fuelco,fuelco.com,,Stand D12,,,,
Geberit,geberit.com,,Stand B10,,,,
Gilbarco Veeder-Root,gilbarco.com,"One partner, every possibility: Gilbarco Veeder-Root connects fuelling, payments, retail convenience, site control and EV charging into a single connected forecourt for forecourt operators across Europe, backed by more than 150 years of expertise, helping operators run smarter and more profitable sites as the forecourt of the future takes shape.",Stand D3,,,"Domiziana Fiorucci Gilbarco Veeder-Root Gilbert Barker House, Burnt Mills Rd Burnt Mills Industrial Estate Basildon, Essex SS13 1DT United Kingdom",+39 348 376 1889
Global-MSI,global-msi.com,,Stand B1,,,,
Green Spark,getgreenspark.com,,Stand D1,hello@getgreenspark.com,,,
GripHero,griphero.com,,Stand A7,,,,401 2342 63
Henderson Technology Ltd,henderson.technology,"EDGEPoS is an EPoS system built on real retail experience by Henderson Technology. EDGEPoS modernises forecourts with pump integration, real-time analytics, self-checkout, electronic shelf edge labels, digital media screens, fuel finder integration and mobile pay. Our scalable platform boosts efficiency, enhances customer experience and helps retailers future-proof their business.",Stand A16,,,"Henderson Technology 745 Antrim Road, Templepatrick, Northern Ireland BT39 0AP",
INNOVO,innovo-medical.com,,Stand D9,cs@innovogroups.com,,,
JPE Electrical Services Ltd,powellelectrical.co.uk,"Powell Electrical Services is a trusted electrical contractor providing professional, reliable electrical solutions for domestic, commercial and industrial customers. With a commitment to quality workmanship, safety and customer satisfaction, our experienced team delivers a comprehensive range of electrical services tailored to meet each client’s needs.",Stand A14,,,"Ben Cheema JPE Electrical Services Address: Crestacre Farm, Barracks Ln, Walsall Wood, Walsall WS9 9DL",+447493314926
K-FORM,kform.co.uk,"K-FORM Screed Rails K-FORM UPVC Screed Railing provides the construction industry with an economical, efficient and environmentally friendly alternative to steel and timber formwork.",Stand B5,,,Neil Bowman Bridgend Extrusion (K-Form) 26 Morley Drive,07393251949
Kings Secure Technologies,kingsltd.co.uk,"Kings Secure Technologies (KST) and Brivo are joining forces to demonstrate how intelligent, cloud-based security can protect forecourt and fuel installations while delivering value far beyond traditional security. Today’s CCTV, sensors, analytics, access control, cloud platforms and remote monitoring systems can do much more than safeguard people and assets.",Stand A21,,,Kings Security Systems Ltd T/A Kings Secure Technologies 4 St. Dunstans Technology Park Bradford BD4 7HH,0330 678 0635
Ledbury Welding Ltd,fuelstoragesolutions.co.uk,,Stand B6,sales@fuelstoragesolutions.co.uk,,,01274 813 003
Nayax (UK) Ltd,nayax.com,Nayax is a global commerce enablement and payment platform designed to help merchants scale their business. Our mission is to improve our customers’ revenue potential and operational efficiency.,Stand B3,,,Nayax UK,+44 203 4554800
Omega Flex Ltd,doubletrac.net,"OmegaFlex Ltd manufacturer of DoubleTrac which us a dual containment pipe for diesel fuels, 2 hour fire rating, UL Standard for below and above ground. Full UK Support with training and site visits from our Head Office in Banbury",Stand B7,,,John P Cowan OmegaFlex Ltd 22 Wildmere Road Kildare House Banbury OX16 3JU,07584994884
Petroassist UK Limited,find-and-update.company-information.service.gov.uk,,Stand D5,,,,
PFS Fueltec Ltd,pfsfueltec.com,,Stand A4,pfssales@pfsfueltec.com,,,01376 535260
Premier Service Ltd,premierserviceltd.co.uk,,Stand B2,,,,
Ready 2 Wash,ready2wash.com,"Ready2Wash is a technology company providing digital infrastructure for unattended and self-service environments. Its integrated platform combines payment terminals, mobile applications, management software, and remote monitoring into one ecosystem. Supporting loyalty, white-label, and fiscalisation-ready solutions, Ready2Wash simplifies operations and improves business efficiency.",Stand A17,,,"Becca Pitman Ready2Wash Unit 20, Liberty close, Woolsbridge Industrial Estate, Wimborne, BH21 6SY",07795830937
Risbridger Ltd,risbridger.com,,Stand A6,info@risbridger.com,,,+44 (0) 1737 372 680
The Jordon Group,jordon.co.uk,"The Jordon Group, part of Bellrock Group, is a nationwide specialist in forecourt and convenience retail environments. We design, build and maintain high-performing sites, delivering fit-out, refrigeration and HVAC through an integrated in-house model, supporting operators to improve performance, efficiency and reliability across their estate.",Stand B4,,,"Lucy Jordon The Jordon Group Quebec Street, Oldham, OL9 6QL",0800 716 523
VARS Technology,varstechnology.co.uk,"VARS Technology is a leading provider of forecourt security systems. Solutions include a market-leading ANPR system to warn forecourt staff about problem vehicles before they have a chance to steal fuel, as well as a fuel debt recovery service, parking management, and facial recognition for in-store protection.",Stand A15,,,John McVan VARS Technology 1-2 Calder Court Amy Johnson Way Blackpool FY4 2RH,12245104. 1-2
Visive Group,visivegroup.com,,Stand C1,,,,
WashTec UK Ltd,washtec-uk.com,"WashTec UK is a market leading provider of vehicle wash solutions, delivering innovative technology and expert support nationwide. Our experienced team provides end to end service, from design and installation to preventative maintenance, helping customers maximise uptime, achieve reliable performance, and deliver an outstanding wash experience.",Stand C2,,,Lara Dean WashTec UK Ltd 14a Oak Industrial Park Great Dunmow Essex CM6 1XN,01371 878801
Wefco,wefco.co.uk,"Wefco is the UK’s leading supplier of double skin tanks to oil companies, supermarket retailers, independent / dealer operated sites and motorway petrol filling stations.",Stand A19,sales@wefco.co.uk,,"Glenn Black Wefco (Gainsborough) Ltd Britannia Works, Station Approach, Gainsborough DN21 2AU",01427 611000
Wilcomatic Systems,wilcomatic.co.uk,"Wilcomatic Limited is a leading UK provider of vehicle wash solutions, specialising in car wash, commercial vehicle wash, and self-service washing systems. The company designs, supplies, installs, and maintains innovative, high-performance equipment, helping operators maximise efficiency, enhance customer experience, and deliver reliable, environmentally responsible vehicle cleaning solutions.",Stand A10,,,Alex Dryburgh Wilcomatic Limited Unit 5 Commerce Park 19 Commerce Way Croydon CR0 4YL,02086495760
