company_name,domain,description,booth,email,city,full_address,mobile_primary
Daikin Industries LTD.,daikin.com,,C30,,,,
"Dalian CIMC Special Logistics Equipment Co., Ltd",dcle.cn,,A78,mingming.ma@cimc.com,,,411-39968317
Dalimaro Containers Cargo LLC,dalimaro.com,,E92,sales@dalimaro.com,,"Um Suqeim Street, Dubai, AE",+971 58 597 9826
DCM HYUNDAI LIMITED,wwipl.com,,G52,care@wwipl.com,,"406, 4th Floor, Sahil Satyaraj, 37 A Basant Vihar Colony, A.B. Road, Near Satya Sai School, Indore-452010 +91 9201957004",
Descartes Systems Group,descartes.com,,D01,info@descartes.com,,,1-800-419-8495
Dmtrans International Limited,,,J26,info@hamburg-logistik.net,,,+49 40 2270 19-83
Dockx,dockx.app,,H01,dockxapp@gmail.com,,,
Dutch Container Merchants,dutch-containers.com,,D81,sales@dutchcontainers.com,,,31(0)85 042 0021
EOS Equipment Optimization Solutions,,,B42,,,,
"EVE Energy Co., Ltd.",evebattery.com,,A76,,,,
"EW International logistics Co., Ltd",,,G01,,,,18669049666
FB Ketten GmbH,fb-ketten.de,,G18,info@staplerketten.de,,,0492973979140
FLETEC,fletec.io,,B04,info@fletec.io,,Sugambrerweg 55 | 22453 Hamburg Germany info@fletec.io | +49 40 5700 2014,
FLEXBOX/LATAM BOX,,,B40,,,,
Florens Asset Management Company Limited,florens.com,,D70,portablestorage@florens.com,,,
Fort Vale Engineering Ltd,fortvale.com,,H22,gblanchard@fortvale.com,,,1282687120
"Foshan Danhe Plastic Products Technology Co., Ltd",danheseal.com,,E04,,,,
"FuJian HeQiChang Bamboo Industrial Co,. Ltd.",,,C96,enquiry@technavio.com,,,18443641100
Genmark,,,H01,,,"B-501, 5th floor, Silver Utopia, Cardinal Gracias Road, 400 069, Chakala, Andheri East, Mumbai, IN",
Giesecke+Devrient,gi-de.com,,G02,christoph.lang@gi-de.com,,,161 81677
Globe Tracker Aps.,globetracker.com,,G10,contact@mysite.com,,,123-456-7890
Gold Containers,goldcontainers.com.br,,H90,caio.junior@goldcontainers.com,,,13)97406-8622
"Grande-Tek Flow Control Co., Ltd.",grandetek.com,,H25,kevinfeng@tkguard.com,,,
Guangdong FUWA Equipment Manufacturing,fuwa.cn,,D20,,,,
Hacon Containers B.V,hacon.nl,,G91,info@hacon-containers.nl,,,31 181 263 466
"Haigang Container Service Co., Ltd",gortofreight.com,,B80,admin@gortofreight.com,,,+86) 135-5476-2806
Hans Folsgaad A/S,,,D10,,,,
Hoa Phat Container Production Joint Stock Company,hoaphat.com.vn,,H91,containersales@hoaphat.com.vn,,,
"HONGKONG XIANGYU SUPERCHAIN ASSET MANAGEMENT CO., LTD",,,D90,,,,
Hoopo Systems Ltd,hoopo.tech,,B82,info@hoopo.tech,,,602-654-3501
Huagang Container Limited,,,D96,,,Dubai World Trade Centre Dubai UAE,
I Tak Group Holdings Limited,,,D12,525074952@qq.com,,,
iCON Int. Container Service GmbH,,,H01,help@trackipi.com,,,
Intermodal Europe - Online and On-site help desk,,,Online Help Desk,,,,
Intermodal Europe - Online and On-site Support,,,,,,,
Intermodal Telematics BV,intermodaltelematics.com,,G30,info@intermodaltelematics.com,,,031762310200
Jiangsu Dowill Paints Co Ltd,,,D80,manfromkorea@nia.or.kr,,,053-230-1407
"Jiangxi Gaojing Technology Co., Ltd",,,H21,,,,
"Jingjiang Asian-Pacific Logistic Equipment Co., Ltd",,,G40,,,,
"Jingjiang Asian-Pacific Special Material Co., Ltd",,,G40a,,,,18669049666
John Evans International Ltd,johnevansinternational.com,,A74,,,,
Juntai Container Company Limited,juntaicontainer.com,,D92,info@juntaicontainer.com,,,+852 31886628
Latham’s Steel Security Doorsets Ltd,lathamssteeldoors.co.uk,,H34,,,,441384220050
M/S CONTAINERS A/S,mscontainers.dk,,J38,info@mscontainers.dk,,"Brunbjergvej 6, 1., 8240, Risskov, DK",4586223363
Maersk Container Industry A/S,,,C60,,,,877-297-8921
MAFI Transport Systeme GmbH,mafi.de,,J18,sales@mafi.de,,,49 9341 899 - 0
Meeberg Container Service,meeberg.com,,H01,info@meeberg.com,,Konijnenberg 42 4825 BD Breda The Netherlands,31 88 2340600
"MEGA P&C Advanced Materials (Shanghai) Co.,Ltd.",megacoatings.com,,E80,postmaster@megacoatings.com,,,
Missing Dots GmbH,smdg.org,,B95,info@smdg.org,,,20260903-18
MRI Intermodal Software,mriintermodal.com,,H88,info@mriintermodal.com,,,04402038617100
Multiboxx Ltd.,,,G56,info@mulitboxx.com,,,
NEW CENTURY DECAL (FAR EAST) LTD.,rpmdc.com.hk,,C01,info@rpmdc.com.hk,,,+852 36 2222 57
New Way (H.K.) International Limited,hknewway.net,,H20,,,,
Nexxiot AG,,,G16,dataprotection@nexxiot.com,,,41 (0)58 767 00 01
NMT KONTEYNER A.S.,,,H30,,,,442081429141
ORBCOMM,orbcomm.com,,G78,service.customer@orbcomm.com,,,+1-703-433-6380
Oy Confoot Ltd,confoot.fi,,B72,info@confoot.cz,,Oy Confoot Ltd Seminaarinkatu 30 40100 JyvÃ¤skylÃ¤ Finland,+358 50 374 8229
PPG industries Europe Sarl,,,G33,ehq-supplier@ppg.com,,,
ProMedia Publishers BV,promedia.nl,,G12,info@promedia.nl,,ProMedia Group Weena 505 B18 3013 AL Rotterdam,1102801000
"Qingdao Ruijunyuan Contanier Co.,LTD",,Container manufactuer in Qingdao China,H80,,,,
REMCO CONTAINER SERVICE B.V.,remcocontainerservice.com,,J37,ops@remcocontainerservice.com,,Remco Container Service BV Rederijweg 18 4906 CX Oosterhout (NB) Nederland,+31 10 3180290
"SAMPSON CONTAINERS CO., LIMITED",,,G14,,,,+48 459 569 310
"Sanlly Container Services Co., Ltd.",,,B22,sly@sanly.cn,,Bjerndrupvej 47 6360 Tinglev,+45)73643400
SeaCube Containers LLC,seacubecontainers.com,,D50,,,,013910800
Seamark Trading B.V. // AM Solution,kp-as.com,,C12,sales@kp-as.com,,Taastrupgaardsvej 8-10 2630 Taastrup Denmark,60751 100.00
Sensolus,sensolus.com,,G22,info@sensolus.com,,,0543.551.277
"Shanghai Haoli Coatings Co., Ltd",haolish.com,,B20,service@haolish.com,,,021-69790672
"Shanghai Vicmodel Co., Ltd",,,A26,support@scribd.com,,,94107-2594
Shanghai Xinfan Industrial Corporation,xfseals.com,,J30,info@xfseal.com,,,
"SHENZHEN KMK INDUSTRY DEVELOPMENT CO., LTD",,,E10,,,,
"Shouguang Esen Wood Co.,Ltd",esenparts.com,,H62,info@esenwood.com/,,,86-15963404599
Singamas Management Services Ltd.,singamas.com,,B06,,,,
Smith,smithoptics.com,,H01,,,,
Sogeco International S.A.,sogeco.com,,G70,sales@sogeco.com,,,41912105729
Spinnaker Leasing Corp,,,A22,,,,18669049666
Star Solutions,starsolutions.com,,A70,marty@bright-star.com,,,
"Suzhou YZ Container Co., Ltd",,,J74,,,,
"Suzhou Zhongnan Intelligent Equipment Co., Ltd",,,G20,,,,
Tank Container Development Alliance,isotank.cn,,J82,info@strikingly.com,,,55-888-8888
Tank News International,tanknewsinternational.com,,G82,,,,+44 (0)203 875 3455
Textainer,textainer.com,,D40,admin@textainer.com,,,+1.441.296.2500
Thermo King,thermoking.com,,B30,,,"314 W. 90th St., 55420, Bloomington, MN, United States",
Titan Containers AS,,,B50,,,,
"Tive, Inc.",tive.com,,E01,,,,16176318483
Touax Container Leasing Pte LTD,hoaphat.com.vn,,C20,containersales@hoaphat.com.vn,,,
Trane Technologies ltd (iso Thermo King),,,B30,,,,
Triton International Container BV,tritoncontainer.com,,D30,mbroeckaert@trtn.com,,,+852) 2169-6696
UES Investment Limited (Bermuda),,,C80,,,,
Unit 45 B.V.,,,G45,,,,
UNITAINER Trading GmbH,unitainer.de,,J84,hschmidt@unitainer.com,,,49403008980
UWT,,,H01,,,,
Van Doorn Container Repair b.v.,container-repair.nl,,H70,info@vandoorn.nl,,,010 -429 4060
Welfit Oddy,,,H01,welfit@oddy.co.za,,,
WINFAST LINES LIMITED,,,H32,,,Dubai World Trade Centre Dubai UAE,
"WNG Container Service Co., Ltd",wngcontainer.com,,G72,wng@wngcontainer.com,,,
xChange Solutions GmbH.,,,G60,info@container-xchange.com,,,15166333841
"Yangzhou CIMC Intelligent Equipment Co., Ltd.",,,E90,,,,
"Yili (Shaoguan) Metal Technology Co., Ltd",,,G26,,,,
"Zhaoqing Qianjiang Coating Technology Co., Ltd",,,E81,,,,
